DL Year,Number Of Fish,Pounds,Species Common,District,Region Code,Mgt Area Code
1972,183387,1467178,"salmon, coho",114,1,A
1972,62336,643749,"salmon, coho",115,1,A
1972,57809,346228,"salmon, coho",116,1,A
1972,324,1888,"salmon, coho",154,1,A
1972,40931,225571,"salmon, coho",157,1,A
1972,2014,9890,"salmon, coho",181,1,A
1972,36667,338178,"salmon, coho",182,1,A
1972,11775,94344,"salmon, coho",183,1,A
1972,5130,42460,"salmon, coho",185,1,A
1972,19825,170423,"salmon, coho",200,2,E
1972,103211,868267,"salmon, coho",212,2,E
1972,296,2562,"salmon, coho",223,2,E
1972,1146,9498,"salmon, coho",225,2,E
1972,192,1375,"salmon, coho",227,2,E
1972,903,6803,"salmon, coho",231,2,H
1972,3,16,"salmon, coho",232,2,H
1972,1297,8399,"salmon, coho",241,2,H
1972,5,32,"salmon, coho",243,2,H
1972,41792,283061,"salmon, coho",244,2,H
1972,16508,93743,"salmon, coho",245,2,H
1972,3287,18754,"salmon, coho",246,2,H
1972,19346,113016,"salmon, coho",247,2,H
1972,26,181,"salmon, coho",248,2,H
1972,1303,9336,"salmon, coho",251,4,K
1972,2965,20147,"salmon, coho",252,4,K
1972,1931,15029,"salmon, coho",253,4,K
1972,1890,14289,"salmon, coho",254,4,K
1972,154,951,"salmon, coho",255,4,K
1972,118,754,"salmon, coho",256,4,K
1972,1289,9708,"salmon, coho",257,4,K
1972,3319,23945,"salmon, coho",258,4,K
1972,1683,11250,"salmon, coho",259,4,K
1972,1935,14411,"salmon, coho",262,4,K
1972,17692,126455,"salmon, coho",271,4,L
1972,162,1071,"salmon, coho",272,4,L
1972,1579,9786,"salmon, coho",273,4,L
1972,182,1033,"salmon, coho",275,4,L
1972,75,563,"salmon, coho",281,4,M
1972,7702,53932,"salmon, coho",282,4,M
1972,161,1170,"salmon, coho",283,4,M
1972,83,626,"salmon, coho",284,4,M
1972,1,5,"salmon, coho",302,4,O
1972,25,175,"salmon, coho",312,4,Q
1972,7318,55995,"salmon, coho",313,4,Q
1972,16,122,"salmon, coho",315,4,Q
1972,721,5498,"salmon, coho",316,4,Q
1972,1604,11130,"salmon, coho",317,4,Q
1972,1249,7230,"salmon, coho",322,2,T
1972,412,2673,"salmon, coho",324,2,T
1972,3654,23112,"salmon, coho",325,2,T
1972,8652,64031,"salmon, coho",326,2,T
1972,454,3260,"salmon, coho",333,3,Z
1972,22233,159675,"salmon, coho",334,3,Y
1972,23880,160942,"salmon, coho",335,3,W
1972,16,0,"salmon, coho",337,3,W
1972,3630504,10844390,"salmon, pink",101,1,A
1972,1278531,3909140,"salmon, pink",102,1,A
1972,619199,2029603,"salmon, pink",103,1,A
1972,1674490,5258566,"salmon, pink",104,1,A
1972,35890,120406,"salmon, pink",105,1,A
1972,233241,774607,"salmon, pink",106,1,A
1972,1660010,4597215,"salmon, pink",107,1,A
1972,20780,77772,"salmon, pink",108,1,A
1972,387338,1306102,"salmon, pink",109,1,A
1972,327074,1047927,"salmon, pink",110,1,A
1972,172776,578643,"salmon, pink",111,1,A
1972,1079865,3589965,"salmon, pink",112,1,A
1972,42193,142117,"salmon, pink",113,1,A
1972,1205599,4034870,"salmon, pink",114,1,A
1972,15062,65726,"salmon, pink",115,1,A
1972,6090,19454,"salmon, pink",116,1,A
1972,37,115,"salmon, pink",154,1,A
1972,1414,4349,"salmon, pink",157,1,A
1972,92,318,"salmon, pink",181,1,A
1972,1069,4848,"salmon, pink",182,1,A
1972,1845,6407,"salmon, pink",183,1,A
1972,20,60,"salmon, pink",185,1,A
1972,3,13,"salmon, pink",200,2,E
1972,2304,9696,"salmon, pink",212,2,E
1972,3445,13731,"salmon, pink",222,2,E
1972,5961,24619,"salmon, pink",223,2,E
1972,45375,205816,"salmon, pink",225,2,E
1972,2,3,"salmon, pink",227,2,E
1972,18190,69976,"salmon, pink",231,2,H
1972,682,2394,"salmon, pink",232,2,H
1972,9449,35112,"salmon, pink",241,2,H
1972,334,1199,"salmon, pink",243,2,H
1972,508002,2084337,"salmon, pink",244,2,H
1972,22326,82720,"salmon, pink",245,2,H
1972,7416,28130,"salmon, pink",246,2,H
1972,90830,321897,"salmon, pink",247,2,H
1972,8,28,"salmon, pink",248,2,H
1972,190055,686637,"salmon, pink",251,4,K
1972,242336,909332,"salmon, pink",252,4,K
1972,273046,1038058,"salmon, pink",253,4,K
1972,87117,332067,"salmon, pink",254,4,K
1972,18741,69359,"salmon, pink",255,4,K
1972,119822,447586,"salmon, pink",256,4,K
1972,188477,709617,"salmon, pink",257,4,K
1972,1036883,3712300,"salmon, pink",258,4,K
1972,276467,1005453,"salmon, pink",259,4,K
1972,45120,162867,"salmon, pink",262,4,K
1972,31606,130346,"salmon, pink",271,4,L
1972,13694,48467,"salmon, pink",272,4,L
1972,14880,55123,"salmon, pink",273,4,L
1972,11981,44842,"salmon, pink",275,4,L
1972,3459,13570,"salmon, pink",281,4,M
1972,40065,160124,"salmon, pink",282,4,M
1972,22593,89841,"salmon, pink",283,4,M
1972,12104,47313,"salmon, pink",284,4,M
1972,2784,8697,"salmon, pink",302,4,O
1972,16,64,"salmon, pink",311,4,Q
1972,16,61,"salmon, pink",312,4,Q
1972,13,52,"salmon, pink",313,4,Q
1972,79,265,"salmon, pink",315,4,L
1972,5,15,"salmon, pink",316,4,Q
1972,12,72,"salmon, pink",322,2,T
1972,57074,200065,"salmon, pink",324,2,T
1972,67953,209779,"salmon, pink",325,2,T
1972,1984,6612,"salmon, pink",326,2,T
1972,45181,133802,"salmon, pink",333,3,Z
1972,1952,6498,"salmon, pink",335,3,W
1972,4,0,"salmon, pink",337,3,W
1972,188456,1110534,"salmon, sockeye",101,1,A
1972,22169,121444,"salmon, sockeye",102,1,A
1972,5467,28188,"salmon, sockeye",103,1,A
1972,85665,514750,"salmon, sockeye",104,1,A
1972,35,174,"salmon, sockeye",105,1,A
1972,104552,660982,"salmon, sockeye",106,1,A
1972,5423,32403,"salmon, sockeye",107,1,A
1972,51726,337509,"salmon, sockeye",108,1,A
1972,2484,14811,"salmon, sockeye",109,1,A
1972,3275,18894,"salmon, sockeye",110,1,A
1972,81421,562123,"salmon, sockeye",111,1,A
1972,33766,209519,"salmon, sockeye",112,1,A
1972,21642,78175,"salmon, sockeye",113,1,A
1972,97034,598828,"salmon, sockeye",114,1,A
1972,84070,576882,"salmon, sockeye",115,1,A
1972,126,712,"salmon, sockeye",116,1,A
1972,1,5,"salmon, sockeye",154,1,A
1972,24,137,"salmon, sockeye",157,1,A
1972,116064,734899,"salmon, sockeye",182,1,A
1972,15504,97194,"salmon, sockeye",183,1,A
1972,51445,312937,"salmon, sockeye",200,2,E
1972,727144,4441588,"salmon, sockeye",212,2,E
1972,10010,71555,"salmon, sockeye",222,2,E
1972,134628,1019598,"salmon, sockeye",223,2,E
1972,52888,370686,"salmon, sockeye",225,2,E
1972,82,478,"salmon, sockeye",231,2,H
1972,26420,154665,"salmon, sockeye",232,2,H
1972,31348,184350,"salmon, sockeye",241,2,H
1972,47,284,"salmon, sockeye",243,2,H
1972,619903,3877344,"salmon, sockeye",244,2,H
1972,144988,919692,"salmon, sockeye",245,2,H
1972,29196,183465,"salmon, sockeye",246,2,H
1972,85737,499432,"salmon, sockeye",247,2,H
1972,12277,66307,"salmon, sockeye",251,4,K
1972,11474,66211,"salmon, sockeye",252,4,K
1972,26024,158055,"salmon, sockeye",253,4,K
1972,15281,89517,"salmon, sockeye",254,4,K
1972,7572,41191,"salmon, sockeye",255,4,K
1972,63200,332242,"salmon, sockeye",256,4,K
1972,22127,128925,"salmon, sockeye",257,4,K
1972,6422,37261,"salmon, sockeye",258,4,K
1972,8935,52155,"salmon, sockeye",259,4,K
1972,49096,336752,"salmon, sockeye",262,4,K
1972,354912,2694766,"salmon, sockeye",271,4,L
1972,18414,135586,"salmon, sockeye",272,4,L
1972,4734,32336,"salmon, sockeye",273,4,L
1972,158,1054,"salmon, sockeye",275,4,L
1972,15430,96012,"salmon, sockeye",281,4,M
1972,92468,626550,"salmon, sockeye",282,4,M
1972,6938,43522,"salmon, sockeye",283,4,M
1972,442586,2748113,"salmon, sockeye",284,4,M
1972,69,329,"salmon, sockeye",302,4,O
1972,6180,38224,"salmon, sockeye",311,4,Q
1972,759,5157,"salmon, sockeye",312,4,Q
1972,23227,143301,"salmon, sockeye",313,4,Q
1972,1006,6206,"salmon, sockeye",314,4,Q
1972,451,3337,"salmon, sockeye",315,4,L
1972,135709,837342,"salmon, sockeye",315,4,Q
1972,11991,72395,"salmon, sockeye",316,4,Q
1972,2,11,"salmon, sockeye",317,4,Q
1972,18094,110301,"salmon, sockeye",321,2,T
1972,880661,5248580,"salmon, sockeye",322,2,T
1972,1177040,7165921,"salmon, sockeye",324,2,T
1972,673554,4175516,"salmon, sockeye",325,2,T
1972,75261,460354,"salmon, sockeye",326,2,T
1972,4312,26059,"salmon, sockeye",335,3,W
1973,1,8,"salmon, chinook",101,1,A
1973,34525,384448,"salmon, chinook",101,1,B
1973,5140,56375,"salmon, chinook",102,1,B
1973,8106,118460,"salmon, chinook",103,1,B
1973,33828,553294,"salmon, chinook",104,1,B
1973,690,9526,"salmon, chinook",105,1,C
1973,10935,128012,"salmon, chinook",106,1,C
1973,5714,82730,"salmon, chinook",107,1,C
1973,13916,205359,"salmon, chinook",108,1,C
1973,6450,99203,"salmon, chinook",109,1,C
1973,15280,201189,"salmon, chinook",110,1,C
1973,17316,192019,"salmon, chinook",111,1,A
1973,3877,46985,"salmon, chinook",112,1,A
1973,23,216,"salmon, chinook",112,1,D
1973,50336,790039,"salmon, chinook",113,1,A
1973,1,27,"salmon, chinook",113,1,D
1973,26338,316592,"salmon, chinook",114,1,A
1973,2795,24333,"salmon, chinook",115,1,A
1973,19651,254913,"salmon, chinook",116,1,A
1973,84088,1212325,"salmon, chinook",157,1,A
1973,72,1299,"salmon, chinook",157,1,D
1973,173,3216,"salmon, chinook",181,1,A
1973,2654,52136,"salmon, chinook",182,1,A
1973,1604,20572,"salmon, chinook",183,1,A
1973,285,5279,"salmon, chinook",200,2,E
1973,19948,673986,"salmon, chinook",212,2,E
1973,11,166,"salmon, chinook",221,2,E
1973,12,108,"salmon, chinook",222,2,E
1973,195,2251,"salmon, chinook",223,2,E
1973,49,657,"salmon, chinook",224,2,E
1973,69,957,"salmon, chinook",225,2,E
1973,20,312,"salmon, chinook",226,2,E
1973,2035,22989,"salmon, chinook",227,2,E
1973,14,421,"salmon, chinook",228,2,E
1973,1,30,"salmon, chinook",232,2,H
1973,5,108,"salmon, chinook",233,2,H
1973,139,6268,"salmon, chinook",241,2,H
1973,4590,175927,"salmon, chinook",244,2,H
1973,279,9246,"salmon, chinook",245,2,H
1973,155,5690,"salmon, chinook",246,2,H
1973,170,4550,"salmon, chinook",247,2,H
1973,22,318,"salmon, chinook",251,4,K
1973,9,68,"salmon, chinook",252,4,K
1973,44,481,"salmon, chinook",253,4,K
1973,9,174,"salmon, chinook",254,4,K
1973,2,39,"salmon, chinook",255,4,K
1973,79,1730,"salmon, chinook",256,4,K
1973,4,44,"salmon, chinook",257,4,K
1973,257,3138,"salmon, chinook",258,4,K
1973,233,3554,"salmon, chinook",259,4,K
1973,141,1107,"salmon, chinook",262,4,K
1973,520,16855,"salmon, chinook",271,4,L
1973,5,146,"salmon, chinook",272,4,L
1973,16,227,"salmon, chinook",281,4,M
1973,250,4619,"salmon, chinook",282,4,M
1973,3,63,"salmon, chinook",283,4,M
1973,146,3509,"salmon, chinook",284,4,M
1973,6,185,"salmon, chinook",312,4,Q
1973,1497,26139,"salmon, chinook",313,4,Q
1973,348,6252,"salmon, chinook",314,4,Q
1973,723,12735,"salmon, chinook",315,4,Q
1973,47,843,"salmon, chinook",316,4,Q
1973,292,6622,"salmon, chinook",321,2,T
1973,1475,34403,"salmon, chinook",322,2,T
1973,951,22617,"salmon, chinook",324,2,T
1973,30470,689308,"salmon, chinook",325,2,T
1973,10856,261713,"salmon, chinook",326,2,T
1973,5,156,"salmon, chinook",331,3,X
1973,2041,49387,"salmon, chinook",333,3,Z
1973,75301,1898180,"salmon, chinook",334,3,Y
1973,51370,1368908,"salmon, chinook",335,3,W
1973,131352,1501102,"salmon, chum",101,1,B
1973,398496,4068734,"salmon, chum",102,1,B
1973,47829,472949,"salmon, chum",103,1,B
1973,57940,595972,"salmon, chum",104,1,B
1973,15701,158932,"salmon, chum",105,1,C
1973,114274,1135952,"salmon, chum",106,1,C
1973,19341,217890,"salmon, chum",107,1,C
1973,6740,69992,"salmon, chum",108,1,C
1973,137213,1299673,"salmon, chum",109,1,C
1973,551,5350,"salmon, chum",109,1,D
1973,6361,62085,"salmon, chum",110,1,C
1973,109912,1121260,"salmon, chum",111,1,A
1973,106464,995613,"salmon, chum",112,1,A
1973,5878,58376,"salmon, chum",112,1,D
1973,29466,270607,"salmon, chum",113,1,A
1973,356019,3430512,"salmon, chum",114,1,A
1973,210515,2168169,"salmon, chum",115,1,A
1973,460,3699,"salmon, chum",116,1,A
1973,1555,11788,"salmon, chum",157,1,A
1973,1,5,"salmon, chum",181,1,A
1973,8140,80530,"salmon, chum",182,1,A
1973,854,8840,"salmon, chum",183,1,A
1973,2,19,"salmon, chum",192,1,A
1973,5,35,"salmon, chum",200,2,E
1973,10173,67689,"salmon, chum",212,2,E
1973,330630,3252115,"salmon, chum",221,2,E
1973,132610,1195653,"salmon, chum",222,2,E
1973,90814,854310,"salmon, chum",223,2,E
1973,48823,467715,"salmon, chum",224,2,E
1973,27537,249899,"salmon, chum",225,2,E
1973,37605,333061,"salmon, chum",226,2,E
1973,423,3898,"salmon, chum",227,2,E
1973,61397,624111,"salmon, chum",228,2,E
1973,40909,351028,"salmon, chum",232,2,H
1973,3996,30004,"salmon, chum",241,2,H
1973,35024,310606,"salmon, chum",242,2,H
1973,491280,3771691,"salmon, chum",244,2,H
1973,144379,1087750,"salmon, chum",245,2,H
1973,1063,7673,"salmon, chum",246,2,H
1973,30851,216278,"salmon, chum",247,2,H
1973,35584,334781,"salmon, chum",248,2,H
1973,3984,34558,"salmon, chum",251,4,K
1973,7241,61097,"salmon, chum",252,4,K
1973,30421,269914,"salmon, chum",253,4,K
1973,15445,143114,"salmon, chum",254,4,K
1973,57,466,"salmon, chum",255,4,K
1973,439,3698,"salmon, chum",256,4,K
1973,24408,202910,"salmon, chum",257,4,K
1973,127671,1090674,"salmon, chum",258,4,K
1973,17529,149137,"salmon, chum",259,4,K
1973,90651,753309,"salmon, chum",262,4,K
1973,7254,56936,"salmon, chum",271,4,L
1973,1447,10876,"salmon, chum",272,4,L
1973,16,160,"salmon, chum",273,4,M
1973,4914,38485,"salmon, chum",281,4,M
1973,66064,519497,"salmon, chum",282,4,M
1973,33423,273973,"salmon, chum",283,4,M
1973,188542,1292123,"salmon, chum",284,4,M
1973,6473,44989,"salmon, chum",311,4,Q
1973,96610,769297,"salmon, chum",312,4,Q
1973,1776,12233,"salmon, chum",313,4,Q
1973,12173,80393,"salmon, chum",314,4,Q
1973,34916,225887,"salmon, chum",315,4,Q
1973,825,5511,"salmon, chum",316,4,Q
1973,6092,47306,"salmon, chum",321,2,T
1973,23082,161900,"salmon, chum",322,2,T
1973,123341,884275,"salmon, chum",324,2,T
1973,336331,2356999,"salmon, chum",325,2,T
1973,195432,1426148,"salmon, chum",326,2,T
1973,378552,3334160,"salmon, chum",331,3,X
1973,72,515,"salmon, chum",332,3,Z
1973,123797,867157,"salmon, chum",333,3,Z
1973,517533,3767684,"salmon, chum",334,3,Y
1973,184206,1265324,"salmon, chum",335,3,W
1973,5,34,"salmon, coho",101,1,A
1973,77547,492396,"salmon, coho",101,1,B
1973,37164,255019,"salmon, coho",102,1,B
1973,57706,365845,"salmon, coho",103,1,B
1973,104589,678381,"salmon, coho",104,1,B
1973,3957,30214,"salmon, coho",105,1,C
1973,55819,405775,"salmon, coho",106,1,C
1973,5790,41081,"salmon, coho",107,1,C
1973,6155,46800,"salmon, coho",108,1,C
1973,27556,216637,"salmon, coho",109,1,C
1973,2,10,"salmon, coho",109,1,D
1973,12579,95569,"salmon, coho",110,1,C
1973,56095,483735,"salmon, coho",111,1,A
1973,7983,63931,"salmon, coho",112,1,A
1973,93,680,"salmon, coho",112,1,D
1973,70141,517508,"salmon, coho",113,1,A
1973,143873,1110319,"salmon, coho",114,1,A
1973,27824,275460,"salmon, coho",115,1,A
1973,62176,453794,"salmon, coho",116,1,A
1973,34772,246417,"salmon, coho",157,1,A
1973,92,717,"salmon, coho",181,1,A
1973,24746,219178,"salmon, coho",182,1,A
1973,3002,23281,"salmon, coho",183,1,A
1973,4908,42100,"salmon, coho",185,1,A
1973,563,5002,"salmon, coho",191,1,A
1973,9404,87231,"salmon, coho",192,1,A
1973,65348,614660,"salmon, coho",200,2,E
1973,132272,1236329,"salmon, coho",212,2,E
1973,114,1024,"salmon, coho",221,2,E
1973,38,313,"salmon, coho",222,2,E
1973,341,2600,"salmon, coho",223,2,E
1973,82,678,"salmon, coho",224,2,E
1973,149,1160,"salmon, coho",225,2,E
1973,319,2817,"salmon, coho",226,2,E
1973,236,1851,"salmon, coho",227,2,E
1973,120,1115,"salmon, coho",228,2,E
1973,790,5922,"salmon, coho",231,2,H
1973,4,34,"salmon, coho",232,2,H
1973,11,88,"salmon, coho",233,2,H
1973,1243,10141,"salmon, coho",241,2,H
1973,25,206,"salmon, coho",242,2,H
1973,48586,311103,"salmon, coho",244,2,H
1973,24226,144120,"salmon, coho",245,2,H
1973,7657,43279,"salmon, coho",246,2,H
1973,23951,139397,"salmon, coho",247,2,H
1973,28,197,"salmon, coho",248,2,H
1973,845,5865,"salmon, coho",251,4,K
1973,331,1921,"salmon, coho",252,4,K
1973,570,3342,"salmon, coho",253,4,K
1973,403,2277,"salmon, coho",254,4,K
1973,2,11,"salmon, coho",256,4,K
1973,125,888,"salmon, coho",257,4,K
1973,619,5210,"salmon, coho",258,4,K
1973,363,2712,"salmon, coho",259,4,K
1973,315,2078,"salmon, coho",262,4,K
1973,22304,172092,"salmon, coho",271,4,L
1973,18,98,"salmon, coho",272,4,L
1973,222,1324,"salmon, coho",281,4,M
1973,6085,39383,"salmon, coho",282,4,M
1973,237,1637,"salmon, coho",283,4,M
1973,55,256,"salmon, coho",284,4,M
1973,2964,21612,"salmon, coho",311,4,Q
1973,179,1139,"salmon, coho",312,4,Q
1973,16560,127521,"salmon, coho",313,4,Q
1973,59,410,"salmon, coho",315,4,Q
1973,14,99,"salmon, coho",316,4,Q
1973,2307,15752,"salmon, coho",321,2,T
1973,2635,16444,"salmon, coho",322,2,T
1973,248,1721,"salmon, coho",324,2,T
1973,28709,174752,"salmon, coho",325,2,T
1973,23136,174331,"salmon, coho",326,2,T
1973,67,485,"salmon, coho",332,3,Z
1973,9283,64605,"salmon, coho",333,3,Z
1973,36641,260432,"salmon, coho",334,3,Y
1973,152410,886432,"salmon, coho",335,3,W
1973,8,25,"salmon, pink",101,1,A
1973,886235,3379136,"salmon, pink",101,1,B
1973,1458294,5279625,"salmon, pink",102,1,B
1973,200978,722838,"salmon, pink",103,1,B
1973,844721,2937860,"salmon, pink",104,1,B
1973,66398,227722,"salmon, pink",105,1,C
1973,663505,2511196,"salmon, pink",106,1,C
1973,431568,1579960,"salmon, pink",107,1,C
1973,6798,27046,"salmon, pink",108,1,C
1973,81921,300672,"salmon, pink",109,1,C
1973,4002,12978,"salmon, pink",109,1,D
1973,41617,139871,"salmon, pink",110,1,C
1973,63912,241718,"salmon, pink",111,1,A
1973,449744,1560555,"salmon, pink",112,1,A
1973,8554,29351,"salmon, pink",112,1,D
1973,250349,968593,"salmon, pink",113,1,A
1973,960249,3334999,"salmon, pink",114,1,A
1973,14534,63143,"salmon, pink",115,1,A
1973,5311,17926,"salmon, pink",116,1,A
1973,3099,10811,"salmon, pink",157,1,A
1973,39,163,"salmon, pink",181,1,A
1973,12359,53678,"salmon, pink",182,1,A
1973,4679,18624,"salmon, pink",183,1,A
1973,1,5,"salmon, pink",192,1,A
1973,2,9,"salmon, pink",200,2,E
1973,8958,38432,"salmon, pink",212,2,E
1973,327444,1311162,"salmon, pink",221,2,E
1973,183586,723882,"salmon, pink",222,2,E
1973,157127,711361,"salmon, pink",223,2,E
1973,147631,635877,"salmon, pink",224,2,E
1973,21486,99916,"salmon, pink",225,2,E
1973,407403,1578189,"salmon, pink",226,2,E
1973,154778,582633,"salmon, pink",227,2,E
1973,657429,2619024,"salmon, pink",228,2,E
1973,2,6,"salmon, pink",231,2,H
1973,10031,34179,"salmon, pink",232,2,H
1973,97853,368735,"salmon, pink",241,2,H
1973,186949,644052,"salmon, pink",242,2,H
1973,158018,588329,"salmon, pink",244,2,H
1973,24549,92456,"salmon, pink",245,2,H
1973,6367,24579,"salmon, pink",246,2,H
1973,137250,503496,"salmon, pink",247,2,H
1973,12568,47504,"salmon, pink",248,2,H
1973,49402,201361,"salmon, pink",251,4,K
1973,24242,97991,"salmon, pink",252,4,K
1973,193490,821266,"salmon, pink",253,4,K
1973,56342,207148,"salmon, pink",254,4,K
1973,573,2281,"salmon, pink",255,4,K
1973,3688,13572,"salmon, pink",256,4,K
1973,49932,193331,"salmon, pink",257,4,K
1973,61019,227699,"salmon, pink",258,4,K
1973,48587,217142,"salmon, pink",259,4,K
1973,24354,85995,"salmon, pink",262,4,K
1973,22668,94559,"salmon, pink",271,4,L
1973,2770,9880,"salmon, pink",272,4,L
1973,28,152,"salmon, pink",273,4,M
1973,5211,21068,"salmon, pink",281,4,M
1973,27593,101206,"salmon, pink",282,4,M
1973,13509,52783,"salmon, pink",283,4,M
1973,11738,42560,"salmon, pink",284,4,M
1973,2042,6282,"salmon, pink",302,4,O
1973,30,116,"salmon, pink",311,4,Q
1973,4,12,"salmon, pink",312,4,Q
1973,12,48,"salmon, pink",313,4,Q
1973,21,127,"salmon, pink",314,4,Q
1973,65,268,"salmon, pink",315,4,Q
1973,11,44,"salmon, pink",316,4,Q
1973,1,5,"salmon, pink",321,2,T
1973,60,290,"salmon, pink",322,2,T
1973,49,204,"salmon, pink",324,2,T
1973,61,195,"salmon, pink",325,2,T
1973,216,935,"salmon, pink",326,2,T
1973,1,4,"salmon, pink",331,3,X
1973,47723,181396,"salmon, pink",333,3,Z
1973,101,337,"salmon, pink",334,3,Y
1973,634,2340,"salmon, pink",335,3,W
1973,174243,1102649,"salmon, sockeye",101,1,B
1973,27376,159758,"salmon, sockeye",102,1,B
1973,2908,14742,"salmon, sockeye",103,1,B
1973,115747,733070,"salmon, sockeye",104,1,B
1973,15,99,"salmon, sockeye",105,1,C
1973,76038,525506,"salmon, sockeye",106,1,C
1973,4293,31394,"salmon, sockeye",107,1,C
1973,21521,149849,"salmon, sockeye",108,1,C
1973,309,1814,"salmon, sockeye",109,1,C
1973,6,33,"salmon, sockeye",109,1,D
1973,1201,8091,"salmon, sockeye",110,1,C
1973,85431,642260,"salmon, sockeye",111,1,A
1973,30586,220537,"salmon, sockeye",112,1,A
1973,1534,9493,"salmon, sockeye",112,1,D
1973,10847,69235,"salmon, sockeye",113,1,A
1973,131098,928952,"salmon, sockeye",114,1,A
1973,193835,1525467,"salmon, sockeye",115,1,A
1973,109,648,"salmon, sockeye",116,1,A
1973,45,280,"salmon, sockeye",157,1,A
1973,1,3,"salmon, sockeye",181,1,A
1973,118463,810913,"salmon, sockeye",182,1,A
1973,10003,68969,"salmon, sockeye",183,1,A
1973,15448,109670,"salmon, sockeye",200,2,E
1973,332805,2279604,"salmon, sockeye",212,2,E
1973,145,1140,"salmon, sockeye",221,2,E
1973,9603,77073,"salmon, sockeye",222,2,E
1973,77399,646497,"salmon, sockeye",223,2,E
1973,16633,139497,"salmon, sockeye",224,2,E
1973,16437,131658,"salmon, sockeye",225,2,E
1973,4463,35065,"salmon, sockeye",226,2,E
1973,20,153,"salmon, sockeye",227,2,E
1973,91,753,"salmon, sockeye",228,2,E
1973,5052,31984,"salmon, sockeye",232,2,H
1973,24073,157967,"salmon, sockeye",241,2,H
1973,10,70,"salmon, sockeye",242,2,H
1973,515243,3869298,"salmon, sockeye",244,2,H
1973,74412,550737,"salmon, sockeye",245,2,H
1973,34829,264891,"salmon, sockeye",246,2,H
1973,45614,277915,"salmon, sockeye",247,2,H
1973,1,6,"salmon, sockeye",248,2,H
1973,4971,29156,"salmon, sockeye",251,4,K
1973,4044,26037,"salmon, sockeye",252,4,K
1973,17916,112435,"salmon, sockeye",253,4,K
1973,5786,34485,"salmon, sockeye",254,4,K
1973,3903,23962,"salmon, sockeye",255,4,K
1973,44109,246163,"salmon, sockeye",256,4,K
1973,10338,65015,"salmon, sockeye",257,4,K
1973,1936,11183,"salmon, sockeye",258,4,K
1973,1489,9294,"salmon, sockeye",259,4,K
1973,72738,533344,"salmon, sockeye",262,4,K
1973,843846,6817464,"salmon, sockeye",271,4,L
1973,25273,195386,"salmon, sockeye",272,4,L
1973,2,20,"salmon, sockeye",273,4,M
1973,35215,283104,"salmon, sockeye",281,4,M
1973,42448,312984,"salmon, sockeye",282,4,M
1973,13450,107778,"salmon, sockeye",283,4,M
1973,238978,1674076,"salmon, sockeye",284,4,M
1973,2612,15569,"salmon, sockeye",311,4,Q
1973,1256,6426,"salmon, sockeye",312,4,Q
1973,23896,178460,"salmon, sockeye",313,4,Q
1973,3288,21184,"salmon, sockeye",314,4,Q
1973,117679,750008,"salmon, sockeye",315,4,Q
1973,16659,104359,"salmon, sockeye",316,4,Q
1973,3920,28754,"salmon, sockeye",321,2,T
1973,221366,1682742,"salmon, sockeye",322,2,T
1973,168172,1755370,"salmon, sockeye",324,2,T
1973,272093,3997992,"salmon, sockeye",325,2,T
1973,95736,750353,"salmon, sockeye",326,2,T
1973,1,3,"salmon, sockeye",333,3,Z
1973,5224,37015,"salmon, sockeye",335,3,W
1974,29882,352090,"salmon, chinook",101,1,B
1974,5886,69988,"salmon, chinook",102,1,B
1974,11132,173684,"salmon, chinook",103,1,B
1974,3,62,"salmon, chinook",104,1,A
1974,69544,1058531,"salmon, chinook",104,1,B
1974,5816,81289,"salmon, chinook",105,1,C
1974,3,25,"salmon, chinook",106,1,A
1974,10893,134582,"salmon, chinook",106,1,C
1974,7159,98246,"salmon, chinook",107,1,C
1974,11667,190200,"salmon, chinook",108,1,C
1974,5124,68404,"salmon, chinook",109,1,C
1974,14802,183238,"salmon, chinook",110,1,C
1974,10011,106351,"salmon, chinook",111,1,A
1974,4221,57934,"salmon, chinook",112,1,A
1974,36,347,"salmon, chinook",112,1,D
1974,58617,912780,"salmon, chinook",113,1,A
1974,27,304,"salmon, chinook",113,1,D
1974,27647,347470,"salmon, chinook",114,1,A
1974,2408,29368,"salmon, chinook",115,1,A
1974,18095,200969,"salmon, chinook",116,1,A
1974,8,63,"salmon, chinook",150,1,B
1974,57,857,"salmon, chinook",154,1,D
1974,46348,567856,"salmon, chinook",157,1,A
1974,3235,35904,"salmon, chinook",181,1,A
1974,2148,52014,"salmon, chinook",182,1,A
1974,2353,26717,"salmon, chinook",183,1,A
1974,32,1128,"salmon, chinook",200,2,E
1974,18980,633971,"salmon, chinook",212,2,E
1974,5,96,"salmon, chinook",222,2,E
1974,284,2847,"salmon, chinook",223,2,E
1974,64,743,"salmon, chinook",224,2,E
1974,22,420,"salmon, chinook",225,2,E
1974,1215,17112,"salmon, chinook",228,2,E
1974,1,30,"salmon, chinook",232,2,H
1974,182,6880,"salmon, chinook",241,2,H
1974,5881,217102,"salmon, chinook",244,2,H
1974,347,10462,"salmon, chinook",245,2,H
1974,199,6714,"salmon, chinook",246,2,H
1974,169,4031,"salmon, chinook",247,2,H
1974,30,505,"salmon, chinook",251,4,K
1974,78,590,"salmon, chinook",252,4,K
1974,39,549,"salmon, chinook",253,4,K
1974,127,839,"salmon, chinook",254,4,K
