DL Year,Number Of Fish,Pounds,Species Common,District,Region Code,Mgt Area Code
1969,24174,291427,"salmon, chinook",101,1,A
1969,1,0,"salmon, chinook",101,1,B
1969,6247,76200,"salmon, chinook",102,1,A
1969,12141,200289,"salmon, chinook",103,1,A
1969,35519,658105,"salmon, chinook",104,1,A
1969,2240,38148,"salmon, chinook",105,1,A
1969,7108,92617,"salmon, chinook",106,1,A
1969,1170,16950,"salmon, chinook",107,1,A
1969,6697,106861,"salmon, chinook",108,1,A
1969,7234,110142,"salmon, chinook",109,1,A
1969,14224,206508,"salmon, chinook",110,1,A
1969,17642,196667,"salmon, chinook",111,1,A
1969,2875,40765,"salmon, chinook",112,1,A
1969,61091,1075962,"salmon, chinook",113,1,A
1969,39271,525799,"salmon, chinook",114,1,A
1969,3845,55738,"salmon, chinook",115,1,A
1969,66517,898045,"salmon, chinook",116,1,A
1969,212,2562,"salmon, chinook",181,1,A
1969,1787,31735,"salmon, chinook",182,1,A
1969,2767,33207,"salmon, chinook",183,1,A
1969,44,1250,"salmon, chinook",200,2,E
1969,14040,388094,"salmon, chinook",212,2,E
1969,47,674,"salmon, chinook",221,2,E
1969,7,165,"salmon, chinook",222,2,E
1969,584,4953,"salmon, chinook",223,2,E
1969,49,395,"salmon, chinook",224,2,E
1969,16,205,"salmon, chinook",225,2,E
1969,76,1014,"salmon, chinook",226,2,E
1969,2530,24407,"salmon, chinook",227,2,E
1969,11,266,"salmon, chinook",228,2,E
1969,3,54,"salmon, chinook",231,2,H
1969,59,1307,"salmon, chinook",241,2,H
1969,1,18,"salmon, chinook",243,2,H
1969,6073,115120,"salmon, chinook",244,2,H
1969,1902,32300,"salmon, chinook",245,2,H
1969,1518,22569,"salmon, chinook",246,2,H
1969,2904,42098,"salmon, chinook",247,2,H
1969,1,18,"salmon, chinook",248,2,H
1969,126,1948,"salmon, chinook",251,4,K
1969,1182,4728,"salmon, chinook",252,4,K
1969,207,1664,"salmon, chinook",253,4,K
1969,55,568,"salmon, chinook",254,4,K
1969,226,3053,"salmon, chinook",255,4,K
1969,50,771,"salmon, chinook",256,4,K
1969,27,558,"salmon, chinook",257,4,K
1969,154,2329,"salmon, chinook",258,4,K
1969,300,1284,"salmon, chinook",259,4,K
1969,142,2308,"salmon, chinook",262,4,K
1969,854,20857,"salmon, chinook",271,4,L
1969,64,4974,"salmon, chinook",272,4,L
1969,2336,9153,"salmon, chinook",273,4,L
1969,191,1927,"salmon, chinook",275,4,L
1969,93,904,"salmon, chinook",281,4,M
1969,1071,10910,"salmon, chinook",282,4,M
1969,32,313,"salmon, chinook",283,4,M
1969,1181,11355,"salmon, chinook",284,4,M
1969,1,10,"salmon, chinook",302,4,O
1969,1,10,"salmon, chinook",312,4,Q
1969,2590,24668,"salmon, chinook",313,4,Q
1969,466,4437,"salmon, chinook",314,4,Q
1969,478,4584,"salmon, chinook",315,4,Q
1969,10,99,"salmon, chinook",316,4,Q
1969,1368,23306,"salmon, chinook",317,4,Q
1969,2107,42283,"salmon, chinook",321,2,T
1969,2805,57116,"salmon, chinook",322,2,T
1969,20,456,"salmon, chinook",324,2,E
1969,19019,380967,"salmon, chinook",324,2,T
1969,80779,1737901,"salmon, chinook",325,2,T
1969,20181,407588,"salmon, chinook",326,2,T
1969,11,110,"salmon, chinook",331,3,X
1969,1,19,"salmon, chinook",332,3,X
1969,2496,46126,"salmon, chinook",333,3,Z
1969,91026,2168300,"salmon, chinook",334,3,Y
1969,64885,1276704,"salmon, chinook",335,3,W
1969,21546,259771,"salmon, chum",101,1,A
1969,16,0,"salmon, chum",101,1,B
1969,13681,128752,"salmon, chum",102,1,A
1969,1599,13821,"salmon, chum",103,1,A
1969,16213,145109,"salmon, chum",104,1,A
1969,837,7129,"salmon, chum",105,1,A
1969,12337,120827,"salmon, chum",106,1,A
1969,736,7854,"salmon, chum",107,1,A
1969,2318,23297,"salmon, chum",108,1,A
1969,9695,84527,"salmon, chum",109,1,A
1969,346,3859,"salmon, chum",110,1,A
1969,15281,163702,"salmon, chum",111,1,A
1969,77687,700782,"salmon, chum",112,1,A
1969,10553,97517,"salmon, chum",113,1,A
1969,199488,1747073,"salmon, chum",114,1,A
1969,162860,1797515,"salmon, chum",115,1,A
1969,499,3736,"salmon, chum",116,1,A
1969,14901,155722,"salmon, chum",182,1,A
1969,26,194,"salmon, chum",183,1,A
1969,244,2368,"salmon, chum",212,2,E
1969,88420,863890,"salmon, chum",221,2,E
1969,33699,309738,"salmon, chum",222,2,E
1969,33829,324064,"salmon, chum",223,2,E
1969,37599,342541,"salmon, chum",224,2,E
1969,8136,75189,"salmon, chum",225,2,E
1969,70886,615573,"salmon, chum",226,2,E
1969,6,39,"salmon, chum",227,2,E
1969,48402,484112,"salmon, chum",228,2,E
1969,10,71,"salmon, chum",231,2,H
1969,2600,118538,"salmon, chum",241,2,H
1969,5400,39424,"salmon, chum",242,2,H
1969,5184,38042,"salmon, chum",243,2,H
1969,172073,1256231,"salmon, chum",244,2,H
1969,85627,625126,"salmon, chum",245,2,H
1969,311,2265,"salmon, chum",246,2,H
1969,11836,86409,"salmon, chum",247,2,H
1969,48009,350471,"salmon, chum",248,2,H
1969,2902,20811,"salmon, chum",251,4,K
1969,77524,646550,"salmon, chum",252,4,K
1969,23502,183566,"salmon, chum",253,4,K
1969,8565,62884,"salmon, chum",254,4,K
1969,1187,9504,"salmon, chum",255,4,K
1969,348,2495,"salmon, chum",256,4,K
1969,45126,349980,"salmon, chum",257,4,K
1969,189087,1460793,"salmon, chum",258,4,K
1969,92291,723922,"salmon, chum",259,4,K
1969,94349,742865,"salmon, chum",262,4,K
1969,2943,18037,"salmon, chum",271,4,L
1969,6936,44666,"salmon, chum",272,4,L
1969,36827,255946,"salmon, chum",273,4,L
1969,21079,141868,"salmon, chum",275,4,L
1969,3745,25860,"salmon, chum",281,4,M
1969,37459,258496,"salmon, chum",282,4,M
1969,96512,1365947,"salmon, chum",283,4,M
1969,255828,1765305,"salmon, chum",284,4,M
1969,435,3012,"salmon, chum",302,4,O
1969,1422,9812,"salmon, chum",311,4,Q
1969,4535,31294,"salmon, chum",312,4,Q
1969,1563,10712,"salmon, chum",313,4,Q
1969,7837,54079,"salmon, chum",314,4,Q
1969,9830,67865,"salmon, chum",315,4,Q
1969,1282,8848,"salmon, chum",316,4,Q
1969,1167,8028,"salmon, chum",317,4,Q
1969,1995,12720,"salmon, chum",321,2,T
1969,7806,49653,"salmon, chum",322,2,T
1969,42382,270024,"salmon, chum",324,2,T
1969,213952,2169513,"salmon, chum",325,2,T
1969,66385,424055,"salmon, chum",326,2,T
1969,59214,442695,"salmon, chum",331,3,X
1969,2,9,"salmon, chum",332,3,X
1969,19,124,"salmon, chum",333,3,Y
1969,82310,524660,"salmon, chum",333,3,Z
1969,193186,2356712,"salmon, chum",334,3,Y
1969,50583,655392,"salmon, chum",335,3,W
1969,112,773,"salmon, chum",350,0,Q
1969,16,121,"salmon, chum",999,4,O
1969,38196,261385,"salmon, coho",101,1,A
1969,9359,65353,"salmon, coho",102,1,A
1969,24192,149529,"salmon, coho",103,1,A
1969,23805,171381,"salmon, coho",104,1,A
1969,2099,19070,"salmon, coho",105,1,A
1969,15992,116168,"salmon, coho",106,1,A
1969,591,4203,"salmon, coho",107,1,A
1969,6070,53008,"salmon, coho",108,1,A
1969,11045,79947,"salmon, coho",109,1,A
1969,12343,84157,"salmon, coho",110,1,A
1969,33583,258845,"salmon, coho",111,1,A
1969,15561,103243,"salmon, coho",112,1,A
1969,44765,292330,"salmon, coho",113,1,A
1969,192481,1380818,"salmon, coho",114,1,A
1969,35481,353425,"salmon, coho",115,1,A
1969,70018,468328,"salmon, coho",116,1,A
1969,8,63,"salmon, coho",181,1,A
1969,19636,174922,"salmon, coho",182,1,A
1969,34233,226285,"salmon, coho",183,1,A
1969,1800,16201,"salmon, coho",185,1,A
1969,3929,33842,"salmon, coho",192,1,A
1969,4033,33316,"salmon, coho",200,2,E
1969,77405,723181,"salmon, coho",212,2,E
1969,671,5692,"salmon, coho",221,2,E
1969,80,618,"salmon, coho",222,2,E
1969,242,1797,"salmon, coho",223,2,E
1969,262,1953,"salmon, coho",224,2,E
1969,211,1811,"salmon, coho",225,2,E
1969,4290,32024,"salmon, coho",226,2,E
1969,1428,14606,"salmon, coho",227,2,E
1969,576,5131,"salmon, coho",228,2,E
1969,6,42,"salmon, coho",231,2,H
1969,485,3395,"salmon, coho",241,2,H
1969,11,77,"salmon, coho",242,2,H
1969,1,7,"salmon, coho",243,2,H
1969,44008,307901,"salmon, coho",244,2,H
1969,28323,198238,"salmon, coho",245,2,H
1969,8022,56154,"salmon, coho",246,2,H
1969,20412,142884,"salmon, coho",247,2,H
1969,120,840,"salmon, coho",248,2,H
1969,235,1042,"salmon, coho",251,4,K
1969,5006,29459,"salmon, coho",252,4,K
1969,1773,12453,"salmon, coho",253,4,K
1969,1635,5867,"salmon, coho",254,4,K
1969,14372,120807,"salmon, coho",255,4,K
1969,1,5,"salmon, coho",256,4,K
1969,7240,30719,"salmon, coho",257,4,K
1969,11221,70129,"salmon, coho",258,4,K
1969,6259,40333,"salmon, coho",259,4,K
1969,1014,7952,"salmon, coho",262,4,K
1969,8498,63422,"salmon, coho",271,4,L
1969,299,2074,"salmon, coho",272,4,L
1969,4413,27958,"salmon, coho",273,4,L
1969,4920,35414,"salmon, coho",275,4,L
1969,624,4244,"salmon, coho",281,4,M
1969,9661,65701,"salmon, coho",282,4,M
1969,362,2473,"salmon, coho",283,4,M
1969,297,2021,"salmon, coho",284,4,M
1969,35,239,"salmon, coho",302,4,O
1969,3425,23291,"salmon, coho",311,4,Q
1969,1,7,"salmon, coho",312,4,Q
1969,34149,232019,"salmon, coho",313,4,Q
1969,9995,67963,"salmon, coho",317,4,Q
1969,9277,57525,"salmon, coho",321,2,T
1969,5544,34372,"salmon, coho",322,2,T
1969,110,748,"salmon, coho",324,2,Q
1969,17,102,"salmon, coho",324,2,T
1969,37643,236591,"salmon, coho",325,2,T
1969,29,180,"salmon, coho",326,0,T
1969,28691,177965,"salmon, coho",326,2,T
1969,6895,51215,"salmon, coho",333,3,Z
1969,15093,101151,"salmon, coho",334,3,Y
1969,15,93,"salmon, coho",335,3,T
1969,111250,870942,"salmon, coho",335,3,W
1969,168827,776021,"salmon, pink",101,1,A
1969,200633,841955,"salmon, pink",102,1,A
1969,31534,131511,"salmon, pink",103,1,A
1969,489924,1998626,"salmon, pink",104,1,A
1969,6594,27153,"salmon, pink",105,1,A
1969,257698,1106016,"salmon, pink",106,1,A
1969,31960,135639,"salmon, pink",107,1,A
1969,11970,51805,"salmon, pink",108,1,A
1969,127413,527365,"salmon, pink",109,1,A
1969,11642,50127,"salmon, pink",110,1,A
1969,78836,332055,"salmon, pink",111,1,A
1969,789410,3182146,"salmon, pink",112,1,A
1969,124821,512167,"salmon, pink",113,1,A
1969,2452874,9676936,"salmon, pink",114,1,A
1969,9640,46680,"salmon, pink",115,1,A
1969,14492,62388,"salmon, pink",116,1,A
1969,3830,17265,"salmon, pink",182,1,A
1969,60287,237288,"salmon, pink",183,1,A
1969,1,5,"salmon, pink",200,2,E
1969,847,3902,"salmon, pink",212,2,E
1969,964297,3871084,"salmon, pink",221,2,E
1969,263478,1036899,"salmon, pink",222,2,E
1969,44458,183246,"salmon, pink",223,2,E
1969,268240,1052801,"salmon, pink",224,2,E
1969,25460,118611,"salmon, pink",225,2,E
1969,2565677,10111700,"salmon, pink",226,2,E
1969,787,3156,"salmon, pink",227,2,E
1969,696182,2789984,"salmon, pink",228,2,E
1969,1,4,"salmon, pink",231,2,H
1969,70753,275976,"salmon, pink",241,2,H
1969,51533,200982,"salmon, pink",242,2,H
1969,1326,5174,"salmon, pink",243,2,H
1969,17388,68031,"salmon, pink",244,2,H
1969,5438,21336,"salmon, pink",245,2,H
1969,2970,11606,"salmon, pink",246,2,H
1969,7587,29679,"salmon, pink",247,2,H
1969,78831,307446,"salmon, pink",248,2,H
1969,30175,107198,"salmon, pink",251,4,K
1969,386966,1620516,"salmon, pink",252,4,K
1969,322599,1426182,"salmon, pink",253,4,K
1969,291898,1130870,"salmon, pink",254,4,K
1969,16510,68866,"salmon, pink",255,4,K
1969,6669,24493,"salmon, pink",256,4,K
1969,3767788,14969421,"salmon, pink",257,4,K
1969,5695033,23322561,"salmon, pink",258,4,K
1969,1914042,8139773,"salmon, pink",259,4,K
1969,65562,249376,"salmon, pink",262,4,K
1969,29460,122698,"salmon, pink",271,4,L
1969,3096,11972,"salmon, pink",272,4,L
1969,484699,2099097,"salmon, pink",273,4,L
1969,1262314,5586091,"salmon, pink",275,4,L
1969,56215,230487,"salmon, pink",281,4,M
1969,253457,1039201,"salmon, pink",282,4,M
1969,825921,3386268,"salmon, pink",283,4,M
1969,68681,281598,"salmon, pink",284,4,M
1969,242149,992818,"salmon, pink",302,4,O
1969,13,53,"salmon, pink",311,4,Q
1969,14,57,"salmon, pink",312,4,Q
1969,45,180,"salmon, pink",313,4,Q
1969,42,168,"salmon, pink",314,4,Q
1969,4,16,"salmon, pink",316,4,Q
1969,1,4,"salmon, pink",321,2,T
1969,5,19,"salmon, pink",322,2,T
1969,205,748,"salmon, pink",324,2,T
1969,263,1037,"salmon, pink",325,2,T
1969,1396,5086,"salmon, pink",326,2,T
1969,37,152,"salmon, pink",331,3,X
1969,12,44,"salmon, pink",332,3,X
1969,87243,312470,"salmon, pink",333,3,Z
1969,1284,13396,"salmon, pink",335,3,W
1969,1,4,"salmon, pink",350,0,Q
1969,92193,580418,"salmon, sockeye",101,1,A
1969,52,0,"salmon, sockeye",101,1,B
1969,6984,38518,"salmon, sockeye",102,1,A
1969,578,2738,"salmon, sockeye",103,1,A
1969,57712,328406,"salmon, sockeye",104,1,A
1969,14,79,"salmon, sockeye",105,1,A
1969,71528,447383,"salmon, sockeye",106,1,A
1969,241,1351,"salmon, sockeye",107,1,A
1969,19211,127719,"salmon, sockeye",108,1,A
1969,736,3614,"salmon, sockeye",109,1,A
1969,72,463,"salmon, sockeye",110,1,A
1969,41240,276267,"salmon, sockeye",111,1,A
1969,29563,180053,"salmon, sockeye",112,1,A
1969,8191,28397,"salmon, sockeye",113,1,A
1969,231819,1455222,"salmon, sockeye",114,1,A
1969,133486,968271,"salmon, sockeye",115,1,A
1969,133,744,"salmon, sockeye",116,1,A
1969,107387,654550,"salmon, sockeye",182,1,A
1969,10566,64418,"salmon, sockeye",183,1,A
1969,38093,236908,"salmon, sockeye",200,2,E
1969,696836,4226443,"salmon, sockeye",212,2,E
1969,922,6245,"salmon, sockeye",221,2,E
1969,10488,72888,"salmon, sockeye",222,2,E
1969,136046,1026822,"salmon, sockeye",223,2,E
1969,6668,45719,"salmon, sockeye",224,2,E
1969,61769,418688,"salmon, sockeye",225,2,E
1969,69164,469977,"salmon, sockeye",226,2,E
1969,428,2807,"salmon, sockeye",228,2,E
1969,99403,666043,"salmon, sockeye",231,2,H
1969,12578,83941,"salmon, sockeye",241,2,H
1969,92,618,"salmon, sockeye",242,2,H
1969,10720,44505,"salmon, sockeye",243,2,H
1969,505617,3381072,"salmon, sockeye",244,2,H
1969,120051,804286,"salmon, sockeye",245,2,H
1969,28500,190963,"salmon, sockeye",246,2,H
1969,38050,254974,"salmon, sockeye",247,2,H
1969,3,21,"salmon, sockeye",248,2,H
1969,27845,134925,"salmon, sockeye",251,4,K
1969,35934,184894,"salmon, sockeye",252,4,K
1969,95961,512953,"salmon, sockeye",253,4,K
1969,48941,249191,"salmon, sockeye",254,4,K
1969,95988,493883,"salmon, sockeye",255,4,K
1969,69780,357279,"salmon, sockeye",256,4,K
1969,98709,583641,"salmon, sockeye",257,4,K
1969,13310,70228,"salmon, sockeye",258,4,K
1969,1790,10070,"salmon, sockeye",259,4,K
1969,103133,610357,"salmon, sockeye",262,4,K
1969,292495,2002853,"salmon, sockeye",271,4,L
1969,10345,68744,"salmon, sockeye",272,4,L
1969,3481,19286,"salmon, sockeye",273,4,L
1969,3742,22441,"salmon, sockeye",275,4,L
1969,20738,132717,"salmon, sockeye",281,4,M
1969,97469,615675,"salmon, sockeye",282,4,M
1969,14262,80886,"salmon, sockeye",283,4,M
1969,789553,4916649,"salmon, sockeye",284,4,M
1969,490,3136,"salmon, sockeye",302,4,O
1969,3448,22066,"salmon, sockeye",311,4,Q
1969,6056,38758,"salmon, sockeye",312,4,Q
1969,73190,468062,"salmon, sockeye",313,4,Q
1969,4345,27804,"salmon, sockeye",314,4,Q
1969,205227,1313441,"salmon, sockeye",315,4,Q
1969,23998,153581,"salmon, sockeye",316,4,Q
1969,5197,32962,"salmon, sockeye",317,4,Q
1969,169845,1070240,"salmon, sockeye",321,2,T
1969,892124,5377365,"salmon, sockeye",322,2,T
1969,99,634,"salmon, sockeye",324,2,E
1969,4647725,30656979,"salmon, sockeye",324,2,T
1969,772399,5366874,"salmon, sockeye",325,2,T
1969,134162,845158,"salmon, sockeye",326,2,T
1969,260,1638,"salmon, sockeye",329,2,T
1969,25,183,"salmon, sockeye",332,3,X
1969,10438,106711,"salmon, sockeye",335,3,W
1969,1402,8972,"salmon, sockeye",350,0,Q
1970,18532,216664,"salmon, chinook",101,1,B
1970,16617,220158,"salmon, chinook",102,1,B
1970,10942,177282,"salmon, chinook",103,1,B
1970,45159,697080,"salmon, chinook",104,1,B
1970,3514,50559,"salmon, chinook",105,1,C
1970,9666,122798,"salmon, chinook",106,1,C
1970,2524,35742,"salmon, chinook",107,1,C
1970,5545,65341,"salmon, chinook",108,1,C
1970,6093,93404,"salmon, chinook",109,1,C
1970,14,177,"salmon, chinook",109,1,D
1970,17468,232772,"salmon, chinook",110,1,C
1970,11857,147112,"salmon, chinook",111,1,A
1970,3944,57383,"salmon, chinook",112,1,A
1970,62,681,"salmon, chinook",112,1,D
1970,85993,1269051,"salmon, chinook",113,1,A
1970,19953,275774,"salmon, chinook",114,1,A
1970,3892,52821,"salmon, chinook",115,1,A
1970,30693,433923,"salmon, chinook",116,1,A
1970,18287,275531,"salmon, chinook",157,1,A
1970,4671,52030,"salmon, chinook",181,1,A
1970,2143,42100,"salmon, chinook",182,1,A
1970,3113,33611,"salmon, chinook",183,1,A
1970,103,1551,"salmon, chinook",189,1,A
1970,40,453,"salmon, chinook",191,1,A
1970,26,962,"salmon, chinook",200,2,E
1970,19361,589697,"salmon, chinook",212,2,E
1970,78,1099,"salmon, chinook",221,2,E
1970,1,8,"salmon, chinook",222,2,E
1970,104,580,"salmon, chinook",223,2,E
1970,6,147,"salmon, chinook",224,2,E
1970,2,53,"salmon, chinook",225,2,E
1970,11,363,"salmon, chinook",226,2,E
1970,819,12700,"salmon, chinook",227,2,E
1970,10,205,"salmon, chinook",228,2,E
1970,11,294,"salmon, chinook",231,2,H
1970,2,54,"salmon, chinook",232,2,H
1970,90,2402,"salmon, chinook",241,2,H
1970,3,80,"salmon, chinook",242,2,H
1970,5580,149967,"salmon, chinook",244,2,H
1970,915,24468,"salmon, chinook",245,2,H
1970,381,10148,"salmon, chinook",246,2,H
1970,1460,38873,"salmon, chinook",247,2,H
1970,143,1917,"salmon, chinook",251,4,K
1970,136,1569,"salmon, chinook",252,4,K
1970,193,3139,"salmon, chinook",253,4,K
1970,10,193,"salmon, chinook",254,4,A
1970,42,807,"salmon, chinook",254,4,K
1970,318,4877,"salmon, chinook",255,4,K
1970,45,894,"salmon, chinook",256,4,K
1970,8,177,"salmon, chinook",257,4,K
1970,59,1054,"salmon, chinook",258,4,K
1970,113,1401,"salmon, chinook",259,4,K
1970,32,855,"salmon, chinook",262,4,K
1970,867,24052,"salmon, chinook",271,4,L
1970,62,1458,"salmon, chinook",272,4,L
1970,230,1772,"salmon, chinook",273,4,L
1970,69,1315,"salmon, chinook",275,4,L
1970,26,579,"salmon, chinook",281,4,M
1970,883,14438,"salmon, chinook",282,4,M
1970,1,8,"salmon, chinook",283,4,A
1970,8,146,"salmon, chinook",283,4,M
1970,889,20627,"salmon, chinook",284,4,M
1970,6,96,"salmon, chinook",302,4,O
1970,11,112,"salmon, chinook",313,4,A
1970,2607,63345,"salmon, chinook",313,4,Q
1970,423,10279,"salmon, chinook",314,4,Q
1970,800,19430,"salmon, chinook",315,4,Q
1970,22,533,"salmon, chinook",316,4,Q
1970,659,13811,"salmon, chinook",320,2,T
1970,1498,31339,"salmon, chinook",321,2,T
1970,3654,76598,"salmon, chinook",322,2,T
1970,18481,387371,"salmon, chinook",324,2,T
1970,1431,19406,"salmon, chinook",325,2,B
1970,128,1439,"salmon, chinook",325,2,C
1970,86610,1810189,"salmon, chinook",325,2,T
1970,28664,599168,"salmon, chinook",326,2,T
1970,29,606,"salmon, chinook",331,3,T
1970,119,2487,"salmon, chinook",333,3,T
1970,1846,31167,"salmon, chinook",333,3,Z
1970,79145,1748395,"salmon, chinook",334,3,Y
1970,20,191,"salmon, chinook",335,3,B
1970,3,85,"salmon, chinook",335,3,E
1970,4,84,"salmon, chinook",335,3,T
1970,65268,1267798,"salmon, chinook",335,3,W
1970,156921,1418836,"salmon, chum",101,1,B
1970,112042,947622,"salmon, chum",102,1,B
1970,264622,2107762,"salmon, chum",103,1,B
1970,17068,138539,"salmon, chum",104,1,B
1970,15295,121099,"salmon, chum",105,1,C
1970,43075,343695,"salmon, chum",106,1,C
1970,13930,129020,"salmon, chum",107,1,C
1970,12305,101093,"salmon, chum",108,1,C
1970,132550,1053332,"salmon, chum",109,1,C
1970,14127,118570,"salmon, chum",109,1,D
1970,83744,642670,"salmon, chum",110,1,C
1970,113505,1087078,"salmon, chum",111,1,A
1970,470277,3822303,"salmon, chum",112,1,A
1970,26687,220026,"salmon, chum",112,1,D
1970,28511,231687,"salmon, chum",113,1,A
1970,641539,5139857,"salmon, chum",114,1,A
1970,274485,2801584,"salmon, chum",115,1,A
1970,37,292,"salmon, chum",116,1,A
1970,92,526,"salmon, chum",157,1,A
1970,14,92,"salmon, chum",181,1,A
1970,7078,66927,"salmon, chum",182,1,A
1970,18,138,"salmon, chum",183,1,A
1970,5,27,"salmon, chum",189,1,A
1970,1,6,"salmon, chum",200,2,E
1970,185,1479,"salmon, chum",212,2,D
1970,687,4839,"salmon, chum",212,2,E
1970,73235,629911,"salmon, chum",221,2,E
1970,36097,265303,"salmon, chum",222,2,E
1970,26720,231838,"salmon, chum",223,2,E
1970,33319,265656,"salmon, chum",224,2,E
1970,5632,44206,"salmon, chum",225,2,E
1970,33557,266073,"salmon, chum",226,2,E
1970,22088,192571,"salmon, chum",228,2,E
1970,633,4246,"salmon, chum",231,2,H
1970,6602,44234,"salmon, chum",232,2,H
1970,58728,394275,"salmon, chum",241,2,H
1970,61216,410155,"salmon, chum",242,2,H
1970,14690,98424,"salmon, chum",243,2,H
1970,496714,3576270,"salmon, chum",244,2,H
1970,254194,1817336,"salmon, chum",245,2,H
1970,2814,20251,"salmon, chum",246,2,H
1970,22507,162012,"salmon, chum",247,2,H
1970,81151,543717,"salmon, chum",248,2,H
1970,16006,111208,"salmon, chum",251,4,K
1970,92760,643423,"salmon, chum",252,4,K
1970,57153,410261,"salmon, chum",253,4,K
1970,58619,423777,"salmon, chum",254,4,K
1970,7034,48740,"salmon, chum",255,4,K
1970,3748,25733,"salmon, chum",256,4,K
1970,93320,687265,"salmon, chum",257,4,K
1970,206978,1473695,"salmon, chum",258,4,K
1970,113082,831737,"salmon, chum",259,4,K
1970,271272,1897310,"salmon, chum",262,4,K
1970,1660,10862,"salmon, chum",271,4,L
1970,267158,1861533,"salmon, chum",272,4,L
1970,139551,939477,"salmon, chum",273,4,L
1970,26305,174231,"salmon, chum",275,4,L
1970,21257,127542,"salmon, chum",281,4,M
1970,161395,968370,"salmon, chum",282,4,M
1970,405443,2432658,"salmon, chum",283,4,M
1970,402473,2414838,"salmon, chum",284,4,M
1970,3029,18174,"salmon, chum",302,4,O
1970,2447,14682,"salmon, chum",311,4,Q
1970,10032,60192,"salmon, chum",312,4,Q
1970,7668,46008,"salmon, chum",313,4,Q
1970,12242,73452,"salmon, chum",314,4,Q
1970,14430,86580,"salmon, chum",315,4,Q
1970,1165,6990,"salmon, chum",316,4,Q
1970,20540,102700,"salmon, chum",320,2,T
1970,17969,89845,"salmon, chum",321,2,T
1970,38357,191785,"salmon, chum",322,2,T
1970,105454,527270,"salmon, chum",324,2,T
1970,434797,2173988,"salmon, chum",325,2,T
1970,100711,503555,"salmon, chum",326,2,T
1970,159281,1294861,"salmon, chum",331,3,X
1970,106958,669758,"salmon, chum",333,3,Z
1970,346601,2361966,"salmon, chum",334,3,Y
1970,9,45,"salmon, chum",335,3,T
1970,60717,358788,"salmon, chum",335,3,W
1970,76818,554263,"salmon, coho",101,1,B
1970,49260,346522,"salmon, coho",102,1,B
1970,55673,402601,"salmon, coho",103,1,B
1970,25249,155842,"salmon, coho",104,1,B
1970,3721,29293,"salmon, coho",105,1,C
1970,47854,374548,"salmon, coho",106,1,C
1970,2954,20402,"salmon, coho",107,1,C
1970,19033,162489,"salmon, coho",108,1,C
1970,33201,246167,"salmon, coho",109,1,C
1970,652,4629,"salmon, coho",109,1,D
1970,1,7,"salmon, coho",110,1,A
1970,12127,83530,"salmon, coho",110,1,C
1970,71244,578419,"salmon, coho",111,1,A
1970,73552,536772,"salmon, coho",112,1,A
1970,643,5100,"salmon, coho",112,1,D
1970,28001,208743,"salmon, coho",113,1,A
1970,156841,1173528,"salmon, coho",114,1,A
1970,52333,515560,"salmon, coho",115,1,A
1970,4328,31470,"salmon, coho",116,1,A
1970,3664,22959,"salmon, coho",157,1,A
1970,2342,15865,"salmon, coho",181,1,A
1970,21479,206341,"salmon, coho",182,1,A
1970,9719,77373,"salmon, coho",183,1,A
1970,4980,49800,"salmon, coho",185,1,A
1970,148,1180,"salmon, coho",189,1,A
1970,79110,769913,"salmon, coho",200,2,E
1970,161671,1532117,"salmon, coho",212,2,E
1970,106,1035,"salmon, coho",220,2,E
1970,4582,38230,"salmon, coho",221,2,E
1970,165,1313,"salmon, coho",222,2,E
1970,460,3045,"salmon, coho",223,2,E
1970,594,4632,"salmon, coho",224,2,E
1970,579,4962,"salmon, coho",225,2,E
1970,2886,23172,"salmon, coho",226,2,E
1970,1170,5655,"salmon, coho",227,2,E
1970,943,6986,"salmon, coho",228,2,E
1970,691,4682,"salmon, coho",231,2,H
1970,19,116,"salmon, coho",232,2,H
1970,3634,22968,"salmon, coho",241,2,H
1970,134,816,"salmon, coho",242,2,H
1970,53,323,"salmon, coho",243,2,H
1970,107953,734135,"salmon, coho",244,2,H
1970,63987,435024,"salmon, coho",245,2,H
1970,20742,141045,"salmon, coho",246,2,H
1970,82722,562554,"salmon, coho",247,2,H
1970,165,1002,"salmon, coho",248,2,H
1970,5636,36530,"salmon, coho",251,4,K
1970,11185,67863,"salmon, coho",252,4,K
1970,5020,33010,"salmon, coho",253,4,K
1970,2478,19526,"salmon, coho",254,4,K
1970,24080,233182,"salmon, coho",255,4,K
1970,2468,18725,"salmon, coho",256,4,K
1970,4540,39948,"salmon, coho",257,4,K
1970,4794,34519,"salmon, coho",258,4,K
1970,4459,33752,"salmon, coho",259,4,K
1970,1764,11853,"salmon, coho",262,4,K
1970,4578,34980,"salmon, coho",271,4,L
1970,461,2975,"salmon, coho",272,4,L
1970,9745,62404,"salmon, coho",273,4,L
1970,564,3520,"salmon, coho",275,4,L
1970,288,2223,"salmon, coho",281,4,M
1970,30067,231544,"salmon, coho",282,4,M
1970,9,60,"salmon, coho",283,4,A
1970,2152,16578,"salmon, coho",283,4,M
1970,1,6,"salmon, coho",284,4,A
1970,35,303,"salmon, coho",284,4,B
1970,64,494,"salmon, coho",284,4,M
1970,135,1043,"salmon, coho",302,4,O
1970,1558,11997,"salmon, coho",311,4,Q
1970,9,62,"salmon, coho",313,4,A
