DFB Year,Region,Region Desc,Number of Fish,Species Code,Species Name,Management Area
2000,1,Southeastern Region,33386,420,"salmon, sockeye",D
2000,1,Southeastern Region,437385,430,"salmon, coho",A
2000,1,Southeastern Region,414652,430,"salmon, coho",B
2000,1,Southeastern Region,208928,430,"salmon, coho",C
2000,1,Southeastern Region,896063,430,"salmon, coho",D
2000,1,Southeastern Region,2729994,440,"salmon, pink",A
2000,1,Southeastern Region,11215595,440,"salmon, pink",B
2000,1,Southeastern Region,2767748,440,"salmon, pink",C
2000,1,Southeastern Region,3600089,440,"salmon, pink",D
2000,1,Southeastern Region,3682146,450,"salmon, chum",A
2000,1,Southeastern Region,3866729,450,"salmon, chum",B
2000,1,Southeastern Region,1218114,450,"salmon, chum",C
2000,1,Southeastern Region,7143920,450,"salmon, chum",D
2000,2,Central Region,33153,410,"salmon, chinook",E
2000,2,Central Region,8542,410,"salmon, chinook",H
2000,2,Central Region,23019,410,"salmon, chinook",T
2000,2,Central Region,1431540,420,"salmon, sockeye",E
2000,2,Central Region,1551151,420,"salmon, sockeye",H
2000,2,Central Region,20458968,420,"salmon, sockeye",T
2000,2,Central Region,714288,430,"salmon, coho",E
2000,2,Central Region,242509,430,"salmon, coho",H
2000,2,Central Region,131011,430,"salmon, coho",T
2000,2,Central Region,35655937,440,"salmon, pink",E
2000,2,Central Region,1539780,440,"salmon, pink",H
2000,2,Central Region,58719,440,"salmon, pink",T
2000,2,Central Region,4887082,450,"salmon, chum",E
2000,2,Central Region,204230,450,"salmon, chum",H
2000,2,Central Region,397977,450,"salmon, chum",T
2000,3,A-Y-K Region,26175,410,"salmon, chinook",W
2000,3,A-Y-K Region,,410,"salmon, chinook",X
2000,3,A-Y-K Region,9094,410,"salmon, chinook",Y
2000,3,A-Y-K Region,,410,"salmon, chinook",Z
2000,3,A-Y-K Region,110349,420,"salmon, sockeye",W
2000,3,A-Y-K Region,,420,"salmon, sockeye",Z
2000,3,A-Y-K Region,310257,430,"salmon, coho",W
2000,3,A-Y-K Region,,430,"salmon, coho",Z
2000,3,A-Y-K Region,24,440,"salmon, pink",W
2000,3,A-Y-K Region,,440,"salmon, pink",Z
2000,3,A-Y-K Region,50607,450,"salmon, chum",W
2000,3,A-Y-K Region,,450,"salmon, chum",X
2000,3,A-Y-K Region,7289,450,"salmon, chum",Y
2000,3,A-Y-K Region,,450,"salmon, chum",Z
2000,4,Westward Region,12293,410,"salmon, chinook",K
2000,4,Westward Region,,410,"salmon, chinook",L
2000,4,Westward Region,9009,410,"salmon, chinook",M
2000,4,Westward Region,2905478,420,"salmon, sockeye",K
2000,4,Westward Region,,420,"salmon, sockeye",L
2000,4,Westward Region,3953458,420,"salmon, sockeye",M
2000,4,Westward Region,333048,430,"salmon, coho",K
2000,4,Westward Region,,430,"salmon, coho",L
2000,4,Westward Region,340880,430,"salmon, coho",M
2000,4,Westward Region,9927374,440,"salmon, pink",K
2000,4,Westward Region,,440,"salmon, pink",L
2000,4,Westward Region,3839968,440,"salmon, pink",M
2000,4,Westward Region,1194414,450,"salmon, chum",K
2000,4,Westward Region,,450,"salmon, chum",L
2000,4,Westward Region,1149012,450,"salmon, chum",M
2001,0,,,410,"salmon, chinook",9
2001,0,,,430,"salmon, coho",9
2001,0,,,450,"salmon, chum",9
2001,1,Southeastern Region,29418,410,"salmon, chinook",A
2001,1,Southeastern Region,40184,410,"salmon, chinook",B
2001,1,Southeastern Region,22893,410,"salmon, chinook",C
2001,1,Southeastern Region,155969,410,"salmon, chinook",D
2001,1,Southeastern Region,822029,420,"salmon, sockeye",A
2001,1,Southeastern Region,899306,420,"salmon, sockeye",B
2001,1,Southeastern Region,281888,420,"salmon, sockeye",C
2001,1,Southeastern Region,32007,420,"salmon, sockeye",D
2001,1,Southeastern Region,759220,430,"salmon, coho",A
2001,1,Southeastern Region,839898,430,"salmon, coho",B
2001,1,Southeastern Region,538769,430,"salmon, coho",C
2001,1,Southeastern Region,1160916,430,"salmon, coho",D
2001,1,Southeastern Region,5788032,440,"salmon, pink",A
2001,1,Southeastern Region,40233432,440,"salmon, pink",B
2001,1,Southeastern Region,16876174,440,"salmon, pink",C
2001,1,Southeastern Region,4158353,440,"salmon, pink",D
2001,1,Southeastern Region,1593906.82,450,"salmon, chum",A
2001,1,Southeastern Region,3209457,450,"salmon, chum",B
2001,1,Southeastern Region,1260954,450,"salmon, chum",C
2001,1,Southeastern Region,2690074,450,"salmon, chum",D
2001,2,Central Region,41407,410,"salmon, chinook",E
2001,2,Central Region,10295,410,"salmon, chinook",H
2001,2,Central Region,24666,410,"salmon, chinook",T
2001,2,Central Region,2263274,420,"salmon, sockeye",E
2001,2,Central Region,2036420,420,"salmon, sockeye",H
2001,2,Central Region,14181090,420,"salmon, sockeye",T
2001,2,Central Region,494179,430,"salmon, coho",E
2001,2,Central Region,119395,430,"salmon, coho",H
2001,2,Central Region,17084,430,"salmon, coho",T
2001,2,Central Region,35246524,440,"salmon, pink",E
2001,2,Central Region,666002,440,"salmon, pink",H
2001,2,Central Region,428,440,"salmon, pink",T
2001,2,Central Region,3099796,450,"salmon, chum",E
2001,2,Central Region,174409,450,"salmon, chum",H
2001,2,Central Region,831949,450,"salmon, chum",T
2001,3,A-Y-K Region,14384,410,"salmon, chinook",W
2001,3,A-Y-K Region,,410,"salmon, chinook",X
2001,3,A-Y-K Region,,410,"salmon, chinook",Z
2001,3,A-Y-K Region,59545,420,"salmon, sockeye",W
2001,3,A-Y-K Region,,420,"salmon, sockeye",Z
2001,3,A-Y-K Region,222490,430,"salmon, coho",W
2001,3,A-Y-K Region,,430,"salmon, coho",Z
2001,3,A-Y-K Region,21913,450,"salmon, chum",W
2001,3,A-Y-K Region,,450,"salmon, chum",X
2001,3,A-Y-K Region,,450,"salmon, chum",Z
2001,4,Westward Region,23843,410,"salmon, chinook",K
2001,4,Westward Region,2935,410,"salmon, chinook",L
2001,4,Westward Region,6717,410,"salmon, chinook",M
2001,4,Westward Region,2658066,420,"salmon, sockeye",K
2001,4,Westward Region,1497576,420,"salmon, sockeye",L
2001,4,Westward Region,1755579,420,"salmon, sockeye",M
2001,4,Westward Region,409192,430,"salmon, coho",K
2001,4,Westward Region,131448,430,"salmon, coho",L
2001,4,Westward Region,233061,430,"salmon, coho",M
2001,4,Westward Region,19567052,440,"salmon, pink",K
2001,4,Westward Region,1281767,440,"salmon, pink",L
2001,4,Westward Region,4024627,440,"salmon, pink",M
2001,4,Westward Region,1053724,450,"salmon, chum",K
2001,4,Westward Region,199003,450,"salmon, chum",L
2001,4,Westward Region,1097186,450,"salmon, chum",M
2002,1,Southeastern Region,69514,410,"salmon, chinook",A
2002,1,Southeastern Region,81930,410,"salmon, chinook",B
2002,1,Southeastern Region,21533,410,"salmon, chinook",C
2002,1,Southeastern Region,213698,410,"salmon, chinook",D
2002,1,Southeastern Region,462418,420,"salmon, sockeye",A
2002,1,Southeastern Region,252796,420,"salmon, sockeye",B
2002,1,Southeastern Region,84522,420,"salmon, sockeye",C
2002,1,Southeastern Region,6711,420,"salmon, sockeye",D
2002,1,Southeastern Region,745155,430,"salmon, coho",A
2002,1,Southeastern Region,678225,430,"salmon, coho",B
2002,1,Southeastern Region,627766,430,"salmon, coho",C
2002,1,Southeastern Region,1186528,430,"salmon, coho",D
2002,1,Southeastern Region,5618069,440,"salmon, pink",A
2002,1,Southeastern Region,22311358,440,"salmon, pink",B
2002,1,Southeastern Region,12340464,440,"salmon, pink",C
2002,1,Southeastern Region,5061116,440,"salmon, pink",D
2002,1,Southeastern Region,2413758,450,"salmon, chum",A
2002,1,Southeastern Region,1902819,450,"salmon, chum",B
2002,1,Southeastern Region,710109,450,"salmon, chum",C
2002,1,Southeastern Region,2428321,450,"salmon, chum",D
2002,2,Central Region,40490,410,"salmon, chinook",E
2002,2,Central Region,14278,410,"salmon, chinook",H
2002,2,Central Region,44749,410,"salmon, chinook",T
2002,2,Central Region,2263328,420,"salmon, sockeye",E
2002,2,Central Region,3078226,420,"salmon, sockeye",H
2002,2,Central Region,10677961,420,"salmon, sockeye",T
2002,2,Central Region,650518,430,"salmon, coho",E
2002,2,Central Region,256659,430,"salmon, coho",H
2002,2,Central Region,8410,430,"salmon, coho",T
2002,2,Central Region,18950931,440,"salmon, pink",E
2002,2,Central Region,2441407,440,"salmon, pink",H
2002,2,Central Region,528,440,"salmon, pink",T
2002,2,Central Region,6373517,450,"salmon, chum",E
2002,2,Central Region,286451,450,"salmon, chum",H
2002,2,Central Region,468271,450,"salmon, chum",T
2002,3,A-Y-K Region,12537,410,"salmon, chinook",W
2002,3,A-Y-K Region,23523,410,"salmon, chinook",Y
2002,3,A-Y-K Region,,410,"salmon, chinook",Z
2002,3,A-Y-K Region,24208,420,"salmon, sockeye",W
2002,3,A-Y-K Region,,420,"salmon, sockeye",Z
2002,3,A-Y-K Region,113879,430,"salmon, coho",W
2002,3,A-Y-K Region,,430,"salmon, coho",Z
2002,3,A-Y-K Region,35025,450,"salmon, chum",W
2002,3,A-Y-K Region,,450,"salmon, chum",X
2002,3,A-Y-K Region,10680,450,"salmon, chum",Y
2002,3,A-Y-K Region,,450,"salmon, chum",Z
2002,4,Westward Region,19320,410,"salmon, chinook",K
2002,4,Westward Region,1521,410,"salmon, chinook",L
2002,4,Westward Region,10280,410,"salmon, chinook",M
2002,4,Westward Region,1831014,420,"salmon, sockeye",K
2002,4,Westward Region,1050553,420,"salmon, sockeye",L
2002,4,Westward Region,2454963,420,"salmon, sockeye",M
2002,4,Westward Region,503615,430,"salmon, coho",K
2002,4,Westward Region,49372,430,"salmon, coho",L
2002,4,Westward Region,231483,430,"salmon, coho",M
2002,4,Westward Region,18328638,440,"salmon, pink",K
2002,4,Westward Region,66050,440,"salmon, pink",L
2002,4,Westward Region,2192277,440,"salmon, pink",M
2002,4,Westward Region,650178,450,"salmon, chum",K
2002,4,Westward Region,54559,450,"salmon, chum",L
2002,4,Westward Region,871405,450,"salmon, chum",M
2003,1,Southeastern Region,66097,410,"salmon, chinook",A
2003,1,Southeastern Region,74033,410,"salmon, chinook",B
2003,1,Southeastern Region,33854,410,"salmon, chinook",C
2003,1,Southeastern Region,236186,410,"salmon, chinook",D
2003,1,Southeastern Region,642062,420,"salmon, sockeye",A
2003,1,Southeastern Region,583055,420,"salmon, sockeye",B
2003,1,Southeastern Region,287380,420,"salmon, sockeye",C
2003,1,Southeastern Region,12859,420,"salmon, sockeye",D
2003,1,Southeastern Region,509661,430,"salmon, coho",A
2003,1,Southeastern Region,696127,430,"salmon, coho",B
2003,1,Southeastern Region,649472,430,"salmon, coho",C
2003,1,Southeastern Region,641282,430,"salmon, coho",D
2003,1,Southeastern Region,8701937,440,"salmon, pink",A
2003,1,Southeastern Region,22150950,440,"salmon, pink",B
2003,1,Southeastern Region,17853548,440,"salmon, pink",C
2003,1,Southeastern Region,3809197,440,"salmon, pink",D
2003,1,Southeastern Region,2803823,450,"salmon, chum",A
2003,1,Southeastern Region,2771247,450,"salmon, chum",B
2003,1,Southeastern Region,2303342,450,"salmon, chum",C
2003,1,Southeastern Region,3236673,450,"salmon, chum",D
2003,2,Central Region,49278,410,"salmon, chinook",E
2003,2,Central Region,19711,410,"salmon, chinook",H
2003,2,Central Region,47940,410,"salmon, chinook",T
2003,2,Central Region,2730160,420,"salmon, sockeye",E
2003,2,Central Region,4084389,420,"salmon, sockeye",H
2003,2,Central Region,14765652,420,"salmon, sockeye",T
2003,2,Central Region,521917,430,"salmon, coho",E
2003,2,Central Region,111577,430,"salmon, coho",H
2003,2,Central Region,43255,430,"salmon, coho",T
2003,2,Central Region,51975683,440,"salmon, pink",E
2003,2,Central Region,906563,440,"salmon, pink",H
2003,2,Central Region,244,440,"salmon, pink",T
2003,2,Central Region,3804895,450,"salmon, chum",E
2003,2,Central Region,158049,450,"salmon, chum",H
2003,2,Central Region,933031,450,"salmon, chum",T
2003,3,A-Y-K Region,16014,410,"salmon, chinook",W
2003,3,A-Y-K Region,,410,"salmon, chinook",X
2003,3,A-Y-K Region,38045,410,"salmon, chinook",Y
2003,3,A-Y-K Region,,410,"salmon, chinook",Z
2003,3,A-Y-K Region,63646,420,"salmon, sockeye",W
2003,3,A-Y-K Region,,420,"salmon, sockeye",Z
2003,3,A-Y-K Region,347125,430,"salmon, coho",W
2003,3,A-Y-K Region,,430,"salmon, coho",Y
2003,3,A-Y-K Region,,430,"salmon, coho",Z
2003,3,A-Y-K Region,,440,"salmon, pink",X
2003,3,A-Y-K Region,36225,450,"salmon, chum",W
2003,3,A-Y-K Region,,450,"salmon, chum",X
2003,3,A-Y-K Region,11867,450,"salmon, chum",Y
2003,3,A-Y-K Region,,450,"salmon, chum",Z
2003,4,Westward Region,18603,410,"salmon, chinook",K
2003,4,Westward Region,,410,"salmon, chinook",L
2003,4,Westward Region,7419,410,"salmon, chinook",M
2003,4,Westward Region,4053857,420,"salmon, sockeye",K
2003,4,Westward Region,,420,"salmon, sockeye",L
2003,4,Westward Region,2538908,420,"salmon, sockeye",M
2003,4,Westward Region,351767,430,"salmon, coho",K
2003,4,Westward Region,,430,"salmon, coho",L
2003,4,Westward Region,185628,430,"salmon, coho",M
2003,4,Westward Region,14067235,440,"salmon, pink",K
2003,4,Westward Region,,440,"salmon, pink",L
2003,4,Westward Region,4281586,440,"salmon, pink",M
2003,4,Westward Region,1151885,450,"salmon, chum",K
2003,4,Westward Region,,450,"salmon, chum",L
2003,4,Westward Region,678634,450,"salmon, chum",M
2004,1,Southeastern Region,75918,410,"salmon, chinook",A
2004,1,Southeastern Region,110415,410,"salmon, chinook",B
2004,1,Southeastern Region,49678,410,"salmon, chinook",C
2004,1,Southeastern Region,245543,410,"salmon, chinook",D
2004,1,Southeastern Region,936632,420,"salmon, sockeye",A
2004,1,Southeastern Region,718828,420,"salmon, sockeye",B
2004,1,Southeastern Region,351396,420,"salmon, sockeye",C
2004,1,Southeastern Region,30889,420,"salmon, sockeye",D
2004,1,Southeastern Region,812930,430,"salmon, coho",A
2004,1,Southeastern Region,584321,430,"salmon, coho",B
2004,1,Southeastern Region,578253,430,"salmon, coho",C
2004,1,Southeastern Region,1105140,430,"salmon, coho",D
2004,1,Southeastern Region,11056862,440,"salmon, pink",A
2004,1,Southeastern Region,17743658,440,"salmon, pink",B
2004,1,Southeastern Region,8553824,440,"salmon, pink",C
2004,1,Southeastern Region,7978668,440,"salmon, pink",D
2004,1,Southeastern Region,2892609,450,"salmon, chum",A
2004,1,Southeastern Region,2619200,450,"salmon, chum",B
2004,1,Southeastern Region,1472041,450,"salmon, chum",C
2004,1,Southeastern Region,4387775,450,"salmon, chum",D
2004,2,Central Region,39144,410,"salmon, chinook",E
2004,2,Central Region,28616,410,"salmon, chinook",H
2004,2,Central Region,114741,410,"salmon, chinook",T
2004,2,Central Region,1892525,420,"salmon, sockeye",E
2004,2,Central Region,5067942,420,"salmon, sockeye",H
2004,2,Central Region,26264895,420,"salmon, sockeye",T
2004,2,Central Region,620121,430,"salmon, coho",E
2004,2,Central Region,323374,430,"salmon, coho",H
2004,2,Central Region,72385,430,"salmon, coho",T
2004,2,Central Region,23531483,440,"salmon, pink",E
2004,2,Central Region,2876094,440,"salmon, pink",H
2004,2,Central Region,52631,440,"salmon, pink",T
2004,2,Central Region,2001949,450,"salmon, chum",E
2004,2,Central Region,353468,450,"salmon, chum",H
2004,2,Central Region,732535,450,"salmon, chum",T
2004,3,A-Y-K Region,30254,410,"salmon, chinook",W
2004,3,A-Y-K Region,,410,"salmon, chinook",X
2004,3,A-Y-K Region,53941,410,"salmon, chinook",Y
2004,3,A-Y-K Region,,410,"salmon, chinook",Z
2004,3,A-Y-K Region,63536,420,"salmon, sockeye",W
2004,3,A-Y-K Region,,420,"salmon, sockeye",X
2004,3,A-Y-K Region,,420,"salmon, sockeye",Z
2004,3,A-Y-K Region,542670,430,"salmon, coho",W
2004,3,A-Y-K Region,,430,"salmon, coho",Y
2004,3,A-Y-K Region,,430,"salmon, coho",Z
2004,3,A-Y-K Region,,440,"salmon, pink",X
2004,3,A-Y-K Region,52078,450,"salmon, chum",W
2004,3,A-Y-K Region,51077,450,"salmon, chum",X
2004,3,A-Y-K Region,20710,450,"salmon, chum",Y
2004,3,A-Y-K Region,,450,"salmon, chum",Z
2004,4,Westward Region,28907,410,"salmon, chinook",K
2004,4,Westward Region,,410,"salmon, chinook",L
2004,4,Westward Region,17525,410,"salmon, chinook",M
2004,4,Westward Region,4169615,420,"salmon, sockeye",K
2004,4,Westward Region,704652,420,"salmon, sockeye",L
2004,4,Westward Region,4644306,420,"salmon, sockeye",M
2004,4,Westward Region,490161,430,"salmon, coho",K
2004,4,Westward Region,,430,"salmon, coho",L
2004,4,Westward Region,270097,430,"salmon, coho",M
2004,4,Westward Region,21440905,440,"salmon, pink",K
2004,4,Westward Region,,440,"salmon, pink",L
2004,4,Westward Region,6697275,440,"salmon, pink",M
2004,4,Westward Region,1121873,450,"salmon, chum",K
2004,4,Westward Region,,450,"salmon, chum",L
2004,4,Westward Region,809686,450,"salmon, chum",M
2005,1,Southeastern Region,48252,410,"salmon, chinook",A
2005,1,Southeastern Region,79644,410,"salmon, chinook",B
2005,1,Southeastern Region,90938,410,"salmon, chinook",C
2005,1,Southeastern Region,227974,410,"salmon, chinook",D
2005,1,Southeastern Region,515294,420,"salmon, sockeye",A
2005,1,Southeastern Region,787127,420,"salmon, sockeye",B
2005,1,Southeastern Region,279599,420,"salmon, sockeye",C
2005,1,Southeastern Region,25815,420,"salmon, sockeye",D
2005,1,Southeastern Region,690845,430,"salmon, coho",A
2005,1,Southeastern Region,753278,430,"salmon, coho",B
2005,1,Southeastern Region,555701,430,"salmon, coho",C
2005,1,Southeastern Region,999006,430,"salmon, coho",D
2005,1,Southeastern Region,17482084,440,"salmon, pink",A
2005,1,Southeastern Region,25201769,440,"salmon, pink",B
2005,1,Southeastern Region,7294985,440,"salmon, pink",C
2005,1,Southeastern Region,9203404,440,"salmon, pink",D
2005,1,Southeastern Region,1256247,450,"salmon, chum",A
2005,1,Southeastern Region,1749827,450,"salmon, chum",B
2005,1,Southeastern Region,830327,450,"salmon, chum",C
2005,1,Southeastern Region,2591129,450,"salmon, chum",D
2005,2,Central Region,36118,410,"salmon, chinook",E
2005,2,Central Region,28303,410,"salmon, chinook",H
2005,2,Central Region,77285,410,"salmon, chinook",T
2005,2,Central Region,1988771,420,"salmon, sockeye",E
2005,2,Central Region,5451875,420,"salmon, sockeye",H
2005,2,Central Region,24525350,420,"salmon, sockeye",T
2005,2,Central Region,531771,430,"salmon, coho",E
2005,2,Central Region,232856,430,"salmon, coho",H
2005,2,Central Region,74556,430,"salmon, coho",T
2005,2,Central Region,59944654,440,"salmon, pink",E
2005,2,Central Region,2355242,440,"salmon, pink",H
2005,2,Central Region,2684,440,"salmon, pink",T
2005,2,Central Region,2099493,450,"salmon, chum",E
2005,2,Central Region,168880,450,"salmon, chum",H
2005,2,Central Region,1397086,450,"salmon, chum",T
2005,3,A-Y-K Region,31571,410,"salmon, chinook",W
2005,3,A-Y-K Region,,410,"salmon, chinook",X
2005,3,A-Y-K Region,30898,410,"salmon, chinook",Y
2005,3,A-Y-K Region,,410,"salmon, chinook",Z
2005,3,A-Y-K Region,121441,420,"salmon, sockeye",W
2005,3,A-Y-K Region,,420,"salmon, sockeye",Z
2005,3,A-Y-K Region,207261,430,"salmon, coho",W
2005,3,A-Y-K Region,,430,"salmon, coho",Y
2005,3,A-Y-K Region,,430,"salmon, coho",Z
2005,3,A-Y-K Region,53,440,"salmon, pink",W
2005,3,A-Y-K Region,89695,450,"salmon, chum",W
2005,3,A-Y-K Region,,450,"salmon, chum",X
2005,3,A-Y-K Region,163646,450,"salmon, chum",Y
2005,3,A-Y-K Region,,450,"salmon, chum",Z
2005,4,Westward Region,14465,410,"salmon, chinook",K
2005,4,Westward Region,3408,410,"salmon, chinook",L
2005,4,Westward Region,13868,410,"salmon, chinook",M
2005,4,Westward Region,3052301,420,"salmon, sockeye",K
2005,4,Westward Region,1152133,420,"salmon, sockeye",L
2005,4,Westward Region,5456416,420,"salmon, sockeye",M
2005,4,Westward Region,396841,430,"salmon, coho",K
2005,4,Westward Region,,430,"salmon, coho",L
2005,4,Westward Region,216988,430,"salmon, coho",M
2005,4,Westward Region,30143827,440,"salmon, pink",K
2005,4,Westward Region,,440,"salmon, pink",L
2005,4,Westward Region,9428733,440,"salmon, pink",M
2005,4,Westward Region,477435,450,"salmon, chum",K
2005,4,Westward Region,,450,"salmon, chum",L
2005,4,Westward Region,785009,450,"salmon, chum",M
2006,0,,,410,"salmon, chinook",9
2006,0,,,420,"salmon, sockeye",9
2006,0,,,440,"salmon, pink",9
2006,0,,,450,"salmon, chum",9
2006,1,Southeastern Region,66197,410,"salmon, chinook",A
2006,1,Southeastern Region,73200,410,"salmon, chinook",B
2006,1,Southeastern Region,66407,410,"salmon, chinook",C
2006,1,Southeastern Region,157030,410,"salmon, chinook",D
2006,1,Southeastern Region,706561,420,"salmon, sockeye",A
2006,1,Southeastern Region,424071,420,"salmon, sockeye",B
2006,1,Southeastern Region,173217,420,"salmon, sockeye",C
2006,1,Southeastern Region,29647,420,"salmon, sockeye",D
2006,1,Southeastern Region,687931,430,"salmon, coho",A
2006,1,Southeastern Region,299206,430,"salmon, coho",B
2006,1,Southeastern Region,329925,430,"salmon, coho",C
2006,1,Southeastern Region,770745,430,"salmon, coho",D
2006,1,Southeastern Region,3804819,440,"salmon, pink",A
2006,1,Southeastern Region,2858795,440,"salmon, pink",B
2006,1,Southeastern Region,1284414,440,"salmon, pink",C
2006,1,Southeastern Region,3747383,440,"salmon, pink",D
2006,1,Southeastern Region,4685390,450,"salmon, chum",A
2006,1,Southeastern Region,2924175,450,"salmon, chum",B
2006,1,Southeastern Region,1342632,450,"salmon, chum",C
2006,1,Southeastern Region,4603083,450,"salmon, chum",D
2006,2,Central Region,31634,410,"salmon, chinook",E
2006,2,Central Region,18781,410,"salmon, chinook",H
2006,2,Central Region,106962,410,"salmon, chinook",T
2006,2,Central Region,2524501,420,"salmon, sockeye",E
2006,2,Central Region,2397349,420,"salmon, sockeye",H
2006,2,Central Region,28493355,420,"salmon, sockeye",T
2006,2,Central Region,763720,430,"salmon, coho",E
2006,2,Central Region,210022,430,"salmon, coho",H
2006,2,Central Region,79465,430,"salmon, coho",T
2006,2,Central Region,21722036,440,"salmon, pink",E
2006,2,Central Region,1876646,440,"salmon, pink",H
2006,2,Central Region,145595,440,"salmon, pink",T
2006,2,Central Region,2181580,450,"salmon, chum",E
2006,2,Central Region,136754,450,"salmon, chum",H
2006,2,Central Region,2243659,450,"salmon, chum",T
2006,3,A-Y-K Region,25212,410,"salmon, chinook",W
2006,3,A-Y-K Region,,410,"salmon, chinook",X
2006,3,A-Y-K Region,45255,410,"salmon, chinook",Y
2006,3,A-Y-K Region,,410,"salmon, chinook",Z
2006,3,A-Y-K Region,149419,420,"salmon, sockeye",W
2006,3,A-Y-K Region,,420,"salmon, sockeye",X
2006,3,A-Y-K Region,,420,"salmon, sockeye",Z
2006,3,A-Y-K Region,226091,430,"salmon, coho",W
2006,3,A-Y-K Region,53805,430,"salmon, coho",Y
2006,3,A-Y-K Region,,430,"salmon, coho",Z
2006,3,A-Y-K Region,,440,"salmon, pink",W
2006,3,A-Y-K Region,,440,"salmon, pink",X
2006,3,A-Y-K Region,98568,450,"salmon, chum",W
2006,3,A-Y-K Region,,450,"salmon, chum",X
2006,3,A-Y-K Region,190956,450,"salmon, chum",Y
2006,3,A-Y-K Region,,450,"salmon, chum",Z
2006,4,Westward Region,20383,410,"salmon, chinook",K
2006,4,Westward Region,,410,"salmon, chinook",L
2006,4,Westward Region,13306,410,"salmon, chinook",M
2006,4,Westward Region,1585630,420,"salmon, sockeye",K
2006,4,Westward Region,,420,"salmon, sockeye",L
2006,4,Westward Region,4231436,420,"salmon, sockeye",M
2006,4,Westward Region,556310,430,"salmon, coho",K
2006,4,Westward Region,,430,"salmon, coho",L
2006,4,Westward Region,264063,430,"salmon, coho",M
2006,4,Westward Region,31694492,440,"salmon, pink",K
2006,4,Westward Region,,440,"salmon, pink",L
2006,4,Westward Region,5320037,440,"salmon, pink",M
2006,4,Westward Region,1082132,450,"salmon, chum",K
2006,4,Westward Region,,450,"salmon, chum",L
2006,4,Westward Region,1319703,450,"salmon, chum",M
2007,1,Southeastern Region,61384,410,"salmon, chinook",A
2007,1,Southeastern Region,81386,410,"salmon, chinook",B
2007,1,Southeastern Region,58391,410,"salmon, chinook",C
2007,1,Southeastern Region,152878,410,"salmon, chinook",D
2007,1,Southeastern Region,646482,420,"salmon, sockeye",A
2007,1,Southeastern Region,1038173,420,"salmon, sockeye",B
2007,1,Southeastern Region,195541,420,"salmon, sockeye",C
2007,1,Southeastern Region,24606,420,"salmon, sockeye",D
2007,1,Southeastern Region,500457,430,"salmon, coho",A
2007,1,Southeastern Region,537195,430,"salmon, coho",B
2007,1,Southeastern Region,285669,430,"salmon, coho",C
2007,1,Southeastern Region,735110,430,"salmon, coho",D
2007,1,Southeastern Region,5592651,440,"salmon, pink",A
2007,1,Southeastern Region,26855594,440,"salmon, pink",B
2007,1,Southeastern Region,6580020,440,"salmon, pink",C
2007,1,Southeastern Region,5856474,440,"salmon, pink",D
2007,1,Southeastern Region,3343815,450,"salmon, chum",A
2007,1,Southeastern Region,3085619,450,"salmon, chum",B
2007,1,Southeastern Region,865588,450,"salmon, chum",C
2007,1,Southeastern Region,2122785,450,"salmon, chum",D
2007,2,Central Region,41132,410,"salmon, chinook",E
2007,2,Central Region,18160,410,"salmon, chinook",H
2007,2,Central Region,63121,410,"salmon, chinook",T
2007,2,Central Region,3231202,420,"salmon, sockeye",E
2007,2,Central Region,3687116,420,"salmon, sockeye",H
2007,2,Central Region,29773309,420,"salmon, sockeye",T
2007,2,Central Region,328980,430,"salmon, coho",E
2007,2,Central Region,184389,430,"salmon, coho",H
2007,2,Central Region,52037,430,"salmon, coho",T
2007,2,Central Region,63436742,440,"salmon, pink",E
2007,2,Central Region,434778,440,"salmon, pink",H
2007,2,Central Region,937,440,"salmon, pink",T
2007,2,Central Region,3579068,450,"salmon, chum",E
2007,2,Central Region,79394,450,"salmon, chum",H
2007,2,Central Region,1939714,450,"salmon, chum",T
2007,3,A-Y-K Region,23185,410,"salmon, chinook",W
2007,3,A-Y-K Region,,410,"salmon, chinook",X
2007,3,A-Y-K Region,33340,410,"salmon, chinook",Y
2007,3,A-Y-K Region,,410,"salmon, chinook",Z
2007,3,A-Y-K Region,154474,420,"salmon, sockeye",W
2007,3,A-Y-K Region,,420,"salmon, sockeye",Z
2007,3,A-Y-K Region,191013,430,"salmon, coho",W
2007,3,A-Y-K Region,,430,"salmon, coho",X
2007,3,A-Y-K Region,43207,430,"salmon, coho",Y
2007,3,A-Y-K Region,,430,"salmon, coho",Z
2007,3,A-Y-K Region,,440,"salmon, pink",W
2007,3,A-Y-K Region,,440,"salmon, pink",X
2007,3,A-Y-K Region,,440,"salmon, pink",Z
2007,3,A-Y-K Region,84105,450,"salmon, chum",W
2007,3,A-Y-K Region,,450,"salmon, chum",X
2007,3,A-Y-K Region,250911,450,"salmon, chum",Y
2007,3,A-Y-K Region,,450,"salmon, chum",Z
2007,4,Westward Region,17248,410,"salmon, chinook",K
2007,4,Westward Region,,410,"salmon, chinook",L
2007,4,Westward Region,12933,410,"salmon, chinook",M
2007,4,Westward Region,2014208,420,"salmon, sockeye",K
2007,4,Westward Region,834547,420,"salmon, sockeye",L
2007,4,Westward Region,5860703,420,"salmon, sockeye",M
2007,4,Westward Region,356613,430,"salmon, coho",K
2007,4,Westward Region,73277,430,"salmon, coho",L
2007,4,Westward Region,220824,430,"salmon, coho",M
