year,code,value,system,description
2009,ICY.ZOOP.TOTDEN,8711.48,EGOA,Zooplankton density (#/m3)
2010,ICY.ZOOP.TOTDEN,5623.24,EGOA,Zooplankton density (#/m3)
2011,ICY.ZOOP.TOTDEN,5733.63,EGOA,Zooplankton density (#/m3)
2012,ICY.ZOOP.TOTDEN,5264.28,EGOA,Zooplankton density (#/m3)
2013,ICY.ZOOP.TOTDEN,3996.16,EGOA,Zooplankton density (#/m3)
2014,ICY.ZOOP.TOTDEN,4504.71,EGOA,Zooplankton density (#/m3)
2015,ICY.ZOOP.TOTDEN,3786.01,EGOA,Zooplankton density (#/m3)
1997,ICY.EUPH,132.1,EGOA,Euphausiid density (#/m3)
1998,ICY.EUPH,73.07,EGOA,Euphausiid density (#/m3)
1999,ICY.EUPH,73.54,EGOA,Euphausiid density (#/m3)
2000,ICY.EUPH,839.52,EGOA,Euphausiid density (#/m3)
2001,ICY.EUPH,81.78,EGOA,Euphausiid density (#/m3)
2002,ICY.EUPH,275.68,EGOA,Euphausiid density (#/m3)
2003,ICY.EUPH,81.27,EGOA,Euphausiid density (#/m3)
2004,ICY.EUPH,162.1,EGOA,Euphausiid density (#/m3)
2005,ICY.EUPH,56.29,EGOA,Euphausiid density (#/m3)
2006,ICY.EUPH,114.86,EGOA,Euphausiid density (#/m3)
2007,ICY.EUPH,34.07,EGOA,Euphausiid density (#/m3)
2008,ICY.EUPH,274.6,EGOA,Euphausiid density (#/m3)
2009,ICY.EUPH,436.85,EGOA,Euphausiid density (#/m3)
2010,ICY.EUPH,872.32,EGOA,Euphausiid density (#/m3)
2011,ICY.EUPH,168.06,EGOA,Euphausiid density (#/m3)
2012,ICY.EUPH,94.57,EGOA,Euphausiid density (#/m3)
2013,ICY.EUPH,95,EGOA,Euphausiid density (#/m3)
2014,ICY.EUPH,129.57,EGOA,Euphausiid density (#/m3)
2015,ICY.EUPH,181.17,EGOA,Euphausiid density (#/m3)
1997,ICY.AMPH,9.87,EGOA,Hyperiid amphipods (#/m3)
1998,ICY.AMPH,6.92,EGOA,Hyperiid amphipods (#/m3)
1999,ICY.AMPH,37.22,EGOA,Hyperiid amphipods (#/m3)
2000,ICY.AMPH,54.25,EGOA,Hyperiid amphipods (#/m3)
2001,ICY.AMPH,30.54,EGOA,Hyperiid amphipods (#/m3)
2002,ICY.AMPH,105.72,EGOA,Hyperiid amphipods (#/m3)
2003,ICY.AMPH,29.32,EGOA,Hyperiid amphipods (#/m3)
2004,ICY.AMPH,46.57,EGOA,Hyperiid amphipods (#/m3)
2005,ICY.AMPH,51.77,EGOA,Hyperiid amphipods (#/m3)
2006,ICY.AMPH,18.49,EGOA,Hyperiid amphipods (#/m3)
2007,ICY.AMPH,46.27,EGOA,Hyperiid amphipods (#/m3)
2008,ICY.AMPH,229.52,EGOA,Hyperiid amphipods (#/m3)
2009,ICY.AMPH,121.13,EGOA,Hyperiid amphipods (#/m3)
2010,ICY.AMPH,34.41,EGOA,Hyperiid amphipods (#/m3)
2011,ICY.AMPH,22.53,EGOA,Hyperiid amphipods (#/m3)
2012,ICY.AMPH,61.4,EGOA,Hyperiid amphipods (#/m3)
2013,ICY.AMPH,46.32,EGOA,Hyperiid amphipods (#/m3)
2014,ICY.AMPH,56.99,EGOA,Hyperiid amphipods (#/m3)
2015,ICY.AMPH,39.67,EGOA,Hyperiid amphipods (#/m3)
1997,ICY.GASTRO,9.43,EGOA,Gastropods (#/m3)
1998,ICY.GASTRO,16.21,EGOA,Gastropods (#/m3)
1999,ICY.GASTRO,18.18,EGOA,Gastropods (#/m3)
2000,ICY.GASTRO,18.72,EGOA,Gastropods (#/m3)
2001,ICY.GASTRO,27.07,EGOA,Gastropods (#/m3)
2002,ICY.GASTRO,25.43,EGOA,Gastropods (#/m3)
2003,ICY.GASTRO,57.37,EGOA,Gastropods (#/m3)
2004,ICY.GASTRO,25.66,EGOA,Gastropods (#/m3)
2005,ICY.GASTRO,189.91,EGOA,Gastropods (#/m3)
2006,ICY.GASTRO,55.45,EGOA,Gastropods (#/m3)
2007,ICY.GASTRO,2.24,EGOA,Gastropods (#/m3)
2008,ICY.GASTRO,95.67,EGOA,Gastropods (#/m3)
2009,ICY.GASTRO,32.67,EGOA,Gastropods (#/m3)
2010,ICY.GASTRO,38.97,EGOA,Gastropods (#/m3)
2011,ICY.GASTRO,19.29,EGOA,Gastropods (#/m3)
2012,ICY.GASTRO,879.92,EGOA,Gastropods (#/m3)
2013,ICY.GASTRO,55.59,EGOA,Gastropods (#/m3)
2014,ICY.GASTRO,16.51,EGOA,Gastropods (#/m3)
2015,ICY.GASTRO,336.46,EGOA,Gastropods (#/m3)
1951,AKCLIM_GOA_egoa.win.sst,-0.403114114,EGOA,Eastern GOA winter SST
1952,AKCLIM_GOA_egoa.win.sst,-0.601686493,EGOA,Eastern GOA winter SST
1953,AKCLIM_GOA_egoa.win.sst,0.213243453,EGOA,Eastern GOA winter SST
1954,AKCLIM_GOA_egoa.win.sst,0.090068037,EGOA,Eastern GOA winter SST
1955,AKCLIM_GOA_egoa.win.sst,0.668708611,EGOA,Eastern GOA winter SST
1956,AKCLIM_GOA_egoa.win.sst,-0.446480816,EGOA,Eastern GOA winter SST
1957,AKCLIM_GOA_egoa.win.sst,-0.540766232,EGOA,Eastern GOA winter SST
1958,AKCLIM_GOA_egoa.win.sst,1.479794632,EGOA,Eastern GOA winter SST
1959,AKCLIM_GOA_egoa.win.sst,0.486897356,EGOA,Eastern GOA winter SST
1960,AKCLIM_GOA_egoa.win.sst,0.968318279,EGOA,Eastern GOA winter SST
1961,AKCLIM_GOA_egoa.win.sst,0.746965202,EGOA,Eastern GOA winter SST
1962,AKCLIM_GOA_egoa.win.sst,0.324349894,EGOA,Eastern GOA winter SST
1963,AKCLIM_GOA_egoa.win.sst,1.361177123,EGOA,Eastern GOA winter SST
1964,AKCLIM_GOA_egoa.win.sst,0.887577364,EGOA,Eastern GOA winter SST
1965,AKCLIM_GOA_egoa.win.sst,-1.131230857,EGOA,Eastern GOA winter SST
1966,AKCLIM_GOA_egoa.win.sst,-0.365658861,EGOA,Eastern GOA winter SST
1967,AKCLIM_GOA_egoa.win.sst,-0.732113925,EGOA,Eastern GOA winter SST
1968,AKCLIM_GOA_egoa.win.sst,-0.160808631,EGOA,Eastern GOA winter SST
1969,AKCLIM_GOA_egoa.win.sst,-1.664225162,EGOA,Eastern GOA winter SST
1970,AKCLIM_GOA_egoa.win.sst,0.227264378,EGOA,Eastern GOA winter SST
1971,AKCLIM_GOA_egoa.win.sst,-0.82276743,EGOA,Eastern GOA winter SST
1972,AKCLIM_GOA_egoa.win.sst,-1.915568143,EGOA,Eastern GOA winter SST
1973,AKCLIM_GOA_egoa.win.sst,-1.01718249,EGOA,Eastern GOA winter SST
1974,AKCLIM_GOA_egoa.win.sst,-1.204989333,EGOA,Eastern GOA winter SST
1975,AKCLIM_GOA_egoa.win.sst,-0.711184248,EGOA,Eastern GOA winter SST
1976,AKCLIM_GOA_egoa.win.sst,-1.246953118,EGOA,Eastern GOA winter SST
1977,AKCLIM_GOA_egoa.win.sst,0.736200717,EGOA,Eastern GOA winter SST
1978,AKCLIM_GOA_egoa.win.sst,-0.243678105,EGOA,Eastern GOA winter SST
1979,AKCLIM_GOA_egoa.win.sst,-0.299924013,EGOA,Eastern GOA winter SST
1980,AKCLIM_GOA_egoa.win.sst,0.438936285,EGOA,Eastern GOA winter SST
1981,AKCLIM_GOA_egoa.win.sst,0.697493323,EGOA,Eastern GOA winter SST
1982,AKCLIM_GOA_egoa.win.sst,-0.179501846,EGOA,Eastern GOA winter SST
1983,AKCLIM_GOA_egoa.win.sst,0.191816731,EGOA,Eastern GOA winter SST
1984,AKCLIM_GOA_egoa.win.sst,0.48865922,EGOA,Eastern GOA winter SST
1985,AKCLIM_GOA_egoa.win.sst,-0.163433118,EGOA,Eastern GOA winter SST
1986,AKCLIM_GOA_egoa.win.sst,-0.920938553,EGOA,Eastern GOA winter SST
1987,AKCLIM_GOA_egoa.win.sst,0.996207088,EGOA,Eastern GOA winter SST
1988,AKCLIM_GOA_egoa.win.sst,0.281549043,EGOA,Eastern GOA winter SST
1989,AKCLIM_GOA_egoa.win.sst,-0.573953102,EGOA,Eastern GOA winter SST
1990,AKCLIM_GOA_egoa.win.sst,-0.162600124,EGOA,Eastern GOA winter SST
1991,AKCLIM_GOA_egoa.win.sst,-0.757745051,EGOA,Eastern GOA winter SST
1992,AKCLIM_GOA_egoa.win.sst,0.370818057,EGOA,Eastern GOA winter SST
1993,AKCLIM_GOA_egoa.win.sst,-0.095755424,EGOA,Eastern GOA winter SST
1994,AKCLIM_GOA_egoa.win.sst,0.80063628,EGOA,Eastern GOA winter SST
1995,AKCLIM_GOA_egoa.win.sst,-0.856892434,EGOA,Eastern GOA winter SST
1996,AKCLIM_GOA_egoa.win.sst,-0.351050952,EGOA,Eastern GOA winter SST
1997,AKCLIM_GOA_egoa.win.sst,-0.766896107,EGOA,Eastern GOA winter SST
1998,AKCLIM_GOA_egoa.win.sst,1.639996641,EGOA,Eastern GOA winter SST
1999,AKCLIM_GOA_egoa.win.sst,0.43784518,EGOA,Eastern GOA winter SST
2000,AKCLIM_GOA_egoa.win.sst,-0.25832239,EGOA,Eastern GOA winter SST
2001,AKCLIM_GOA_egoa.win.sst,0.123830382,EGOA,Eastern GOA winter SST
2002,AKCLIM_GOA_egoa.win.sst,-0.32957715,EGOA,Eastern GOA winter SST
2003,AKCLIM_GOA_egoa.win.sst,1.771146624,EGOA,Eastern GOA winter SST
2004,AKCLIM_GOA_egoa.win.sst,0.548733339,EGOA,Eastern GOA winter SST
2005,AKCLIM_GOA_egoa.win.sst,0.093164027,EGOA,Eastern GOA winter SST
2006,AKCLIM_GOA_egoa.win.sst,0.218372508,EGOA,Eastern GOA winter SST
2007,AKCLIM_GOA_egoa.win.sst,-0.548640362,EGOA,Eastern GOA winter SST
2008,AKCLIM_GOA_egoa.win.sst,-0.956677152,EGOA,Eastern GOA winter SST
2009,AKCLIM_GOA_egoa.win.sst,-1.218147219,EGOA,Eastern GOA winter SST
2010,AKCLIM_GOA_egoa.win.sst,0.150515879,EGOA,Eastern GOA winter SST
2011,AKCLIM_GOA_egoa.win.sst,0.275387484,EGOA,Eastern GOA winter SST
2012,AKCLIM_GOA_egoa.win.sst,-0.657249969,EGOA,Eastern GOA winter SST
2013,AKCLIM_GOA_egoa.win.sst,0.231682333,EGOA,Eastern GOA winter SST
2014,AKCLIM_GOA_egoa.win.sst,0.087107234,EGOA,Eastern GOA winter SST
2015,AKCLIM_GOA_egoa.win.sst,2.388261645,EGOA,Eastern GOA winter SST
2016,AKCLIM_GOA_egoa.win.sst,1.767467055,EGOA,Eastern GOA winter SST
1950,AKCLIM_GOA_egoa.spr.sst,-1.229817999,EGOA,Eastern GOA spring SST
1951,AKCLIM_GOA_egoa.spr.sst,-0.86919538,EGOA,Eastern GOA spring SST
1952,AKCLIM_GOA_egoa.spr.sst,-0.707934185,EGOA,Eastern GOA spring SST
1953,AKCLIM_GOA_egoa.spr.sst,-0.060694459,EGOA,Eastern GOA spring SST
1954,AKCLIM_GOA_egoa.spr.sst,-0.53415525,EGOA,Eastern GOA spring SST
1955,AKCLIM_GOA_egoa.spr.sst,-1.014867887,EGOA,Eastern GOA spring SST
1956,AKCLIM_GOA_egoa.spr.sst,0.594793661,EGOA,Eastern GOA spring SST
1957,AKCLIM_GOA_egoa.spr.sst,0.314853602,EGOA,Eastern GOA spring SST
1958,AKCLIM_GOA_egoa.spr.sst,1.56876194,EGOA,Eastern GOA spring SST
1959,AKCLIM_GOA_egoa.spr.sst,0.182492557,EGOA,Eastern GOA spring SST
1960,AKCLIM_GOA_egoa.spr.sst,-0.242194562,EGOA,Eastern GOA spring SST
1961,AKCLIM_GOA_egoa.spr.sst,0.67578165,EGOA,Eastern GOA spring SST
1962,AKCLIM_GOA_egoa.spr.sst,0.468355171,EGOA,Eastern GOA spring SST
1963,AKCLIM_GOA_egoa.spr.sst,1.325514057,EGOA,Eastern GOA spring SST
1964,AKCLIM_GOA_egoa.spr.sst,-0.776695364,EGOA,Eastern GOA spring SST
1965,AKCLIM_GOA_egoa.spr.sst,-1.581598047,EGOA,Eastern GOA spring SST
1966,AKCLIM_GOA_egoa.spr.sst,-0.836294359,EGOA,Eastern GOA spring SST
1967,AKCLIM_GOA_egoa.spr.sst,-0.114218625,EGOA,Eastern GOA spring SST
1968,AKCLIM_GOA_egoa.spr.sst,-0.272066953,EGOA,Eastern GOA spring SST
1969,AKCLIM_GOA_egoa.spr.sst,-1.05067176,EGOA,Eastern GOA spring SST
1970,AKCLIM_GOA_egoa.spr.sst,-0.142176656,EGOA,Eastern GOA spring SST
1971,AKCLIM_GOA_egoa.spr.sst,-1.639723309,EGOA,Eastern GOA spring SST
1972,AKCLIM_GOA_egoa.spr.sst,-1.288110053,EGOA,Eastern GOA spring SST
1973,AKCLIM_GOA_egoa.spr.sst,-0.819882145,EGOA,Eastern GOA spring SST
1974,AKCLIM_GOA_egoa.spr.sst,-0.466200353,EGOA,Eastern GOA spring SST
1975,AKCLIM_GOA_egoa.spr.sst,-1.124414668,EGOA,Eastern GOA spring SST
1976,AKCLIM_GOA_egoa.spr.sst,-1.278449539,EGOA,Eastern GOA spring SST
1977,AKCLIM_GOA_egoa.spr.sst,0.407801513,EGOA,Eastern GOA spring SST
1978,AKCLIM_GOA_egoa.spr.sst,0.364299448,EGOA,Eastern GOA spring SST
1979,AKCLIM_GOA_egoa.spr.sst,0.056657019,EGOA,Eastern GOA spring SST
1980,AKCLIM_GOA_egoa.spr.sst,0.08083465,EGOA,Eastern GOA spring SST
1981,AKCLIM_GOA_egoa.spr.sst,0.869126671,EGOA,Eastern GOA spring SST
1982,AKCLIM_GOA_egoa.spr.sst,-0.84728873,EGOA,Eastern GOA spring SST
1983,AKCLIM_GOA_egoa.spr.sst,0.98874265,EGOA,Eastern GOA spring SST
1984,AKCLIM_GOA_egoa.spr.sst,0.198877957,EGOA,Eastern GOA spring SST
1985,AKCLIM_GOA_egoa.spr.sst,-1.11525901,EGOA,Eastern GOA spring SST
1986,AKCLIM_GOA_egoa.spr.sst,-0.175295062,EGOA,Eastern GOA spring SST
1987,AKCLIM_GOA_egoa.spr.sst,-0.265090226,EGOA,Eastern GOA spring SST
1988,AKCLIM_GOA_egoa.spr.sst,-0.360288718,EGOA,Eastern GOA spring SST
1989,AKCLIM_GOA_egoa.spr.sst,0.031238047,EGOA,Eastern GOA spring SST
1990,AKCLIM_GOA_egoa.spr.sst,0.256661558,EGOA,Eastern GOA spring SST
1991,AKCLIM_GOA_egoa.spr.sst,-0.28335131,EGOA,Eastern GOA spring SST
1992,AKCLIM_GOA_egoa.spr.sst,0.36143017,EGOA,Eastern GOA spring SST
1993,AKCLIM_GOA_egoa.spr.sst,0.652197006,EGOA,Eastern GOA spring SST
1994,AKCLIM_GOA_egoa.spr.sst,0.630091963,EGOA,Eastern GOA spring SST
1995,AKCLIM_GOA_egoa.spr.sst,0.365795896,EGOA,Eastern GOA spring SST
1996,AKCLIM_GOA_egoa.spr.sst,0.226594258,EGOA,Eastern GOA spring SST
1997,AKCLIM_GOA_egoa.spr.sst,0.338613548,EGOA,Eastern GOA spring SST
1998,AKCLIM_GOA_egoa.spr.sst,1.122078774,EGOA,Eastern GOA spring SST
1999,AKCLIM_GOA_egoa.spr.sst,-1.117768444,EGOA,Eastern GOA spring SST
2000,AKCLIM_GOA_egoa.spr.sst,-0.05659653,EGOA,Eastern GOA spring SST
2001,AKCLIM_GOA_egoa.spr.sst,-0.467074102,EGOA,Eastern GOA spring SST
2002,AKCLIM_GOA_egoa.spr.sst,-0.47381978,EGOA,Eastern GOA spring SST
2003,AKCLIM_GOA_egoa.spr.sst,0.937969609,EGOA,Eastern GOA spring SST
2004,AKCLIM_GOA_egoa.spr.sst,1.480994488,EGOA,Eastern GOA spring SST
2005,AKCLIM_GOA_egoa.spr.sst,1.467477897,EGOA,Eastern GOA spring SST
2006,AKCLIM_GOA_egoa.spr.sst,0.375824086,EGOA,Eastern GOA spring SST
2007,AKCLIM_GOA_egoa.spr.sst,-0.599511082,EGOA,Eastern GOA spring SST
2008,AKCLIM_GOA_egoa.spr.sst,-1.21786064,EGOA,Eastern GOA spring SST
2009,AKCLIM_GOA_egoa.spr.sst,-0.17851316,EGOA,Eastern GOA spring SST
2010,AKCLIM_GOA_egoa.spr.sst,0.421366343,EGOA,Eastern GOA spring SST
2011,AKCLIM_GOA_egoa.spr.sst,0.520141214,EGOA,Eastern GOA spring SST
2012,AKCLIM_GOA_egoa.spr.sst,-0.445612511,EGOA,Eastern GOA spring SST
2013,AKCLIM_GOA_egoa.spr.sst,0.481413352,EGOA,Eastern GOA spring SST
2014,AKCLIM_GOA_egoa.spr.sst,1.154788528,EGOA,Eastern GOA spring SST
2015,AKCLIM_GOA_egoa.spr.sst,2.414506431,EGOA,Eastern GOA spring SST
2016,AKCLIM_GOA_egoa.spr.sst,2.316615142,EGOA,Eastern GOA spring SST
1950,AKCLIM_GOA_PAPA,47.777,EGOA,Papa advection index
1951,AKCLIM_GOA_PAPA,53.313,EGOA,Papa advection index
1952,AKCLIM_GOA_PAPA,49.818,EGOA,Papa advection index
1953,AKCLIM_GOA_PAPA,58.541,EGOA,Papa advection index
1954,AKCLIM_GOA_PAPA,55.92,EGOA,Papa advection index
1955,AKCLIM_GOA_PAPA,50.403,EGOA,Papa advection index
1956,AKCLIM_GOA_PAPA,49.452,EGOA,Papa advection index
1957,AKCLIM_GOA_PAPA,50.996,EGOA,Papa advection index
1958,AKCLIM_GOA_PAPA,55.635,EGOA,Papa advection index
1959,AKCLIM_GOA_PAPA,55.613,EGOA,Papa advection index
1960,AKCLIM_GOA_PAPA,56.912,EGOA,Papa advection index
1961,AKCLIM_GOA_PAPA,59.619,EGOA,Papa advection index
1962,AKCLIM_GOA_PAPA,52.124,EGOA,Papa advection index
1963,AKCLIM_GOA_PAPA,58.318,EGOA,Papa advection index
1964,AKCLIM_GOA_PAPA,58.22,EGOA,Papa advection index
1965,AKCLIM_GOA_PAPA,50.386,EGOA,Papa advection index
1966,AKCLIM_GOA_PAPA,50.677,EGOA,Papa advection index
1967,AKCLIM_GOA_PAPA,52.128,EGOA,Papa advection index
1968,AKCLIM_GOA_PAPA,54.059,EGOA,Papa advection index
1969,AKCLIM_GOA_PAPA,47.16,EGOA,Papa advection index
1970,AKCLIM_GOA_PAPA,59.623,EGOA,Papa advection index
1971,AKCLIM_GOA_PAPA,50.858,EGOA,Papa advection index
1972,AKCLIM_GOA_PAPA,48.873,EGOA,Papa advection index
1973,AKCLIM_GOA_PAPA,53.182,EGOA,Papa advection index
1974,AKCLIM_GOA_PAPA,54.093,EGOA,Papa advection index
1975,AKCLIM_GOA_PAPA,51.892,EGOA,Papa advection index
1976,AKCLIM_GOA_PAPA,56.161,EGOA,Papa advection index
1977,AKCLIM_GOA_PAPA,59.962,EGOA,Papa advection index
1978,AKCLIM_GOA_PAPA,55.095,EGOA,Papa advection index
1979,AKCLIM_GOA_PAPA,55.719,EGOA,Papa advection index
1980,AKCLIM_GOA_PAPA,55.2,EGOA,Papa advection index
1981,AKCLIM_GOA_PAPA,58.828,EGOA,Papa advection index
1982,AKCLIM_GOA_PAPA,50.642,EGOA,Papa advection index
1983,AKCLIM_GOA_PAPA,59.985,EGOA,Papa advection index
1984,AKCLIM_GOA_PAPA,57.881,EGOA,Papa advection index
1985,AKCLIM_GOA_PAPA,51.845,EGOA,Papa advection index
1986,AKCLIM_GOA_PAPA,58.294,EGOA,Papa advection index
1987,AKCLIM_GOA_PAPA,60.031,EGOA,Papa advection index
1988,AKCLIM_GOA_PAPA,53.998,EGOA,Papa advection index
1989,AKCLIM_GOA_PAPA,50.999,EGOA,Papa advection index
1990,AKCLIM_GOA_PAPA,59.24,EGOA,Papa advection index
1991,AKCLIM_GOA_PAPA,57.231,EGOA,Papa advection index
1992,AKCLIM_GOA_PAPA,59.71,EGOA,Papa advection index
1993,AKCLIM_GOA_PAPA,48.728,EGOA,Papa advection index
1994,AKCLIM_GOA_PAPA,59.718,EGOA,Papa advection index
1995,AKCLIM_GOA_PAPA,54.764,EGOA,Papa advection index
1996,AKCLIM_GOA_PAPA,53.916,EGOA,Papa advection index
1997,AKCLIM_GOA_PAPA,57.198,EGOA,Papa advection index
1998,AKCLIM_GOA_PAPA,59.582,EGOA,Papa advection index
1999,AKCLIM_GOA_PAPA,54.274,EGOA,Papa advection index
2000,AKCLIM_GOA_PAPA,55.366,EGOA,Papa advection index
2001,AKCLIM_GOA_PAPA,57.03,EGOA,Papa advection index
2002,AKCLIM_GOA_PAPA,51.239,EGOA,Papa advection index
2003,AKCLIM_GOA_PAPA,55.748,EGOA,Papa advection index
2004,AKCLIM_GOA_PAPA,54.614,EGOA,Papa advection index
2005,AKCLIM_GOA_PAPA,53.29,EGOA,Papa advection index
2006,AKCLIM_GOA_PAPA,55.42,EGOA,Papa advection index
2007,AKCLIM_GOA_PAPA,56.745,EGOA,Papa advection index
2008,AKCLIM_GOA_PAPA,51.95,EGOA,Papa advection index
2009,AKCLIM_GOA_PAPA,51.94,EGOA,Papa advection index
2010,AKCLIM_GOA_PAPA,54.747,EGOA,Papa advection index
2011,AKCLIM_GOA_PAPA,49.459,EGOA,Papa advection index
2012,AKCLIM_GOA_PAPA,58.846,EGOA,Papa advection index
2013,AKCLIM_GOA_PAPA,51.375,EGOA,Papa advection index
2014,AKCLIM_GOA_PAPA,58.423,EGOA,Papa advection index
2015,AKCLIM_GOA_PAPA,57.072,EGOA,Papa advection index
2016,AKCLIM_GOA_PAPA,58.778,EGOA,Papa advection index
1950,AKCLIM_GOA_N57W137,-17,EGOA,N57W137 upwelling
1951,AKCLIM_GOA_N57W137,4.333333333,EGOA,N57W137 upwelling
1952,AKCLIM_GOA_N57W137,-3.666666667,EGOA,N57W137 upwelling
1953,AKCLIM_GOA_N57W137,-0.666666667,EGOA,N57W137 upwelling
1954,AKCLIM_GOA_N57W137,-8.333333333,EGOA,N57W137 upwelling
1955,AKCLIM_GOA_N57W137,-7.333333333,EGOA,N57W137 upwelling
1956,AKCLIM_GOA_N57W137,-5.666666667,EGOA,N57W137 upwelling
1957,AKCLIM_GOA_N57W137,-4,EGOA,N57W137 upwelling
1958,AKCLIM_GOA_N57W137,5,EGOA,N57W137 upwelling
1959,AKCLIM_GOA_N57W137,-3.666666667,EGOA,N57W137 upwelling
1960,AKCLIM_GOA_N57W137,-8.333333333,EGOA,N57W137 upwelling
1961,AKCLIM_GOA_N57W137,-14.33333333,EGOA,N57W137 upwelling
1962,AKCLIM_GOA_N57W137,-0.333333333,EGOA,N57W137 upwelling
1963,AKCLIM_GOA_N57W137,0,EGOA,N57W137 upwelling
1964,AKCLIM_GOA_N57W137,-0.666666667,EGOA,N57W137 upwelling
1965,AKCLIM_GOA_N57W137,-3,EGOA,N57W137 upwelling
1966,AKCLIM_GOA_N57W137,6.333333333,EGOA,N57W137 upwelling
1967,AKCLIM_GOA_N57W137,6,EGOA,N57W137 upwelling
1968,AKCLIM_GOA_N57W137,-2.666666667,EGOA,N57W137 upwelling
1969,AKCLIM_GOA_N57W137,-4.333333333,EGOA,N57W137 upwelling
1970,AKCLIM_GOA_N57W137,-14,EGOA,N57W137 upwelling
1971,AKCLIM_GOA_N57W137,-7,EGOA,N57W137 upwelling
1972,AKCLIM_GOA_N57W137,-1.333333333,EGOA,N57W137 upwelling
1973,AKCLIM_GOA_N57W137,-17.33333333,EGOA,N57W137 upwelling
1974,AKCLIM_GOA_N57W137,0,EGOA,N57W137 upwelling
1975,AKCLIM_GOA_N57W137,-7.333333333,EGOA,N57W137 upwelling
1976,AKCLIM_GOA_N57W137,-11.66666667,EGOA,N57W137 upwelling
1977,AKCLIM_GOA_N57W137,0,EGOA,N57W137 upwelling
1978,AKCLIM_GOA_N57W137,0,EGOA,N57W137 upwelling
1979,AKCLIM_GOA_N57W137,-13,EGOA,N57W137 upwelling
1980,AKCLIM_GOA_N57W137,1.666666667,EGOA,N57W137 upwelling
1981,AKCLIM_GOA_N57W137,-2.666666667,EGOA,N57W137 upwelling
1982,AKCLIM_GOA_N57W137,-4.666666667,EGOA,N57W137 upwelling
1983,AKCLIM_GOA_N57W137,-5.333333333,EGOA,N57W137 upwelling
1984,AKCLIM_GOA_N57W137,-10,EGOA,N57W137 upwelling
1985,AKCLIM_GOA_N57W137,-4.333333333,EGOA,N57W137 upwelling
1986,AKCLIM_GOA_N57W137,-8.333333333,EGOA,N57W137 upwelling
1987,AKCLIM_GOA_N57W137,-28.66666667,EGOA,N57W137 upwelling
1988,AKCLIM_GOA_N57W137,-18.66666667,EGOA,N57W137 upwelling
1989,AKCLIM_GOA_N57W137,0.666666667,EGOA,N57W137 upwelling
1990,AKCLIM_GOA_N57W137,1.666666667,EGOA,N57W137 upwelling
1991,AKCLIM_GOA_N57W137,-1,EGOA,N57W137 upwelling
1992,AKCLIM_GOA_N57W137,-1,EGOA,N57W137 upwelling
1993,AKCLIM_GOA_N57W137,3.666666667,EGOA,N57W137 upwelling
1994,AKCLIM_GOA_N57W137,-9.333333333,EGOA,N57W137 upwelling
1995,AKCLIM_GOA_N57W137,-0.666666667,EGOA,N57W137 upwelling
1996,AKCLIM_GOA_N57W137,1,EGOA,N57W137 upwelling
1997,AKCLIM_GOA_N57W137,-4.333333333,EGOA,N57W137 upwelling
1998,AKCLIM_GOA_N57W137,14,EGOA,N57W137 upwelling
1999,AKCLIM_GOA_N57W137,-16.66666667,EGOA,N57W137 upwelling
2000,AKCLIM_GOA_N57W137,-5,EGOA,N57W137 upwelling
2001,AKCLIM_GOA_N57W137,-24.66666667,EGOA,N57W137 upwelling
2002,AKCLIM_GOA_N57W137,-12,EGOA,N57W137 upwelling
2003,AKCLIM_GOA_N57W137,-9,EGOA,N57W137 upwelling
2004,AKCLIM_GOA_N57W137,3.666666667,EGOA,N57W137 upwelling
2005,AKCLIM_GOA_N57W137,-4.666666667,EGOA,N57W137 upwelling
2006,AKCLIM_GOA_N57W137,-3,EGOA,N57W137 upwelling
2007,AKCLIM_GOA_N57W137,-8.666666667,EGOA,N57W137 upwelling
2008,AKCLIM_GOA_N57W137,-5.333333333,EGOA,N57W137 upwelling
2009,AKCLIM_GOA_N57W137,7,EGOA,N57W137 upwelling
2010,AKCLIM_GOA_N57W137,-9,EGOA,N57W137 upwelling
2011,AKCLIM_GOA_N57W137,-1,EGOA,N57W137 upwelling
2012,AKCLIM_GOA_N57W137,-22.33333333,EGOA,N57W137 upwelling
2013,AKCLIM_GOA_N57W137,0.666666667,EGOA,N57W137 upwelling
2014,AKCLIM_GOA_N57W137,-6.666666667,EGOA,N57W137 upwelling
2015,AKCLIM_GOA_N57W137,1.333333333,EGOA,N57W137 upwelling
2016,AKCLIM_GOA_N57W137,-2.666666667,EGOA,N57W137 upwelling
1950,AKCLIM_GOA_N54W134,-21.33333333,EGOA,N57W134 upwelling
1951,AKCLIM_GOA_N54W134,10,EGOA,N57W134 upwelling
1952,AKCLIM_GOA_N54W134,-2.333333333,EGOA,N57W134 upwelling
1953,AKCLIM_GOA_N54W134,-0.333333333,EGOA,N57W134 upwelling
1954,AKCLIM_GOA_N54W134,-15,EGOA,N57W134 upwelling
1955,AKCLIM_GOA_N54W134,-3.666666667,EGOA,N57W134 upwelling
1956,AKCLIM_GOA_N54W134,-4.333333333,EGOA,N57W134 upwelling
1957,AKCLIM_GOA_N54W134,-5,EGOA,N57W134 upwelling
1958,AKCLIM_GOA_N54W134,15,EGOA,N57W134 upwelling
1959,AKCLIM_GOA_N54W134,-5.666666667,EGOA,N57W134 upwelling
